contrast,status,gain_bits,ci_low,ci_high,positive_group_fraction,n_groups,identical_group_differences,fold_gains,bootstrap_repetitions,bootstrap_seed,scope
HQ_minus_HQV,PASS,-0.0008439491115699554,-0.008416884923888979,0.006606403453742466,0.46938775510204084,49,False,"{'0': -0.017861199869410604, '1': 0.0014197522968356524, '2': 0.0017828772648201818, '3': 0.003352154501566862, '4': 0.009313760599400223}",2000,63017,fixed_oof_not_pipeline_refit
H_minus_HQV,PASS,-0.015339570559188262,-0.04242538801746972,0.01131440229414153,0.42857142857142855,49,False,"{'0': -0.03096782331013235, '1': 0.028019313047852157, '2': -0.023756443597032398, '3': -0.024432804982797263, '4': -0.02568064328630587}",2000,63017,fixed_oof_not_pipeline_refit
HQQ_minus_HQV,PASS,-0.0008439491115698874,-0.008416884923888915,0.006606403453742155,0.46938775510204084,49,False,"{'0': -0.017861199869410625, '1': 0.0014197522968356414, '2': 0.0017828772648205427, '3': 0.003352154501566329, '4': 0.009313760599400834}",2000,63017,fixed_oof_not_pipeline_refit
HPREQ_minus_HPREQV,PASS,0.0008297172025793872,-0.006918967341812697,0.008180864511723408,0.5102040816326531,49,False,"{'0': -0.003986866730194701, '1': 0.0035769569843811856, '2': -0.001783022411378482, '3': -0.00023679891213738147, '4': 0.00653742755271215}",2000,63017,fixed_oof_not_pipeline_refit
HM_minus_HMV,PASS,-0.005193825497911063,-0.011846386014463993,0.0013475434984108155,0.40816326530612246,49,False,"{'0': -0.02453726837902558, '1': -0.0035743370092044535, '2': 0.00022228367776534752, '3': 0.00020093879601061903, '4': 0.004736821548145487}",2000,63017,fixed_oof_not_pipeline_refit
FULL_MU_minus_FULL_MU_VAR,PASS,-0.10272762098981794,-0.1463154743940502,-0.05998750239358733,0.2857142857142857,49,False,"{'0': -0.15866316252480928, '1': 0.005075537319705248, '2': -0.1253014282431869, '3': -0.08867713161744753, '4': -0.1449931271805259}",2000,63017,fixed_oof_not_pipeline_refit
HQQ_minus_HQ,PASS,6.797283824235652e-17,-5.09796286817674e-16,5.824705797051258e-16,0.40816326530612246,49,False,"{'0': -2.0185873175002847e-17, '1': -1.1102230246251566e-17, '2': 3.608224830031759e-16, '3': -5.329070518200751e-16, '4': 6.106226635438361e-16}",2000,63017,fixed_oof_not_pipeline_refit
