partition,window_centre_s,directions,children,auc_mean,auc_lo,auc_hi
early_late_halves,-0.16,146,73,0.5072281581495763,0.501312669594233,0.5130710431601092
early_late_halves,-0.14,146,73,0.5074316794145395,0.5016689294454019,0.5132647173571935
early_late_halves,-0.12000000000000001,146,73,0.5045753830212463,0.49854354888928887,0.5105822572385857
early_late_halves,-0.1,146,73,0.5042420137368923,0.49826984178987976,0.5106066729530753
early_late_halves,-0.08000000000000002,146,73,0.5058166426496267,0.5002363633101463,0.5114200681581759
early_late_halves,-0.06,146,73,0.507848219275898,0.5027160034740313,0.5132305028981581
early_late_halves,-0.04000000000000001,146,73,0.5099958008783719,0.5050934656455354,0.5152413941001471
early_late_halves,-0.020000000000000018,146,73,0.5093131736452343,0.5039108561150415,0.5148297952935277
early_late_halves,0.0,146,73,0.5108212096649215,0.5051634836193635,0.5166256580900965
early_late_halves,0.01999999999999999,146,73,0.5110198898906033,0.504855633587984,0.5174108104836197
early_late_halves,0.03999999999999998,146,73,0.5088103721790628,0.5026317778155763,0.5151907303505551
early_late_halves,0.06,146,73,0.5077717445241225,0.5022167469021449,0.5132790796382986
early_late_halves,0.08000000000000002,146,73,0.5082905410665985,0.5024196622928239,0.5139847721841945
early_late_halves,0.09999999999999998,146,73,0.5168560074796857,0.5102609694080378,0.5233504400569461
early_late_halves,0.12,146,73,0.5299929315086646,0.5223533100424411,0.5375213617161148
early_late_halves,0.14,146,73,0.5405323573681853,0.5317956373774689,0.5495203419302795
early_late_halves,0.15999999999999998,146,73,0.5454133207280454,0.5364982408294217,0.5547362117286198
early_late_halves,0.18,146,73,0.5436259224174118,0.5351069801982321,0.5531210333176418
early_late_halves,0.2,146,73,0.5344856183060828,0.5264546950575214,0.5434928133043865
early_late_halves,0.21999999999999997,146,73,0.5286287588542176,0.5208985965786085,0.5367506503722164
early_late_halves,0.24,146,73,0.5287702015854612,0.5214787888938441,0.5366190149051359
early_late_halves,0.26,146,73,0.5328283540805534,0.5247268482265697,0.5410051094577465
early_late_halves,0.27999999999999997,146,73,0.5345480734633643,0.5261850055348817,0.5432234047116578
early_late_halves,0.3,146,73,0.5299454229383879,0.5220173199344251,0.5376311070599226
early_late_halves,0.32,146,73,0.5247767398168539,0.5175255684896732,0.532092873620296
early_late_halves,0.34,146,73,0.5219100572567962,0.5149897608384878,0.5289430567504224
early_late_halves,0.36000000000000004,146,73,0.520454380601375,0.5134808738577679,0.5275583292295181
early_late_halves,0.37999999999999995,146,73,0.5190106720166867,0.5120449572421172,0.5257385243030619
early_late_halves,0.39999999999999997,146,73,0.5156693256882346,0.508645313029234,0.5225941741437186
early_late_halves,0.42,146,73,0.5145347065042694,0.507176230020726,0.5215339091029426
