analysis_set,probability_mode,comparison,baseline,augmented,estimate,ci_lower,ci_upper,n_candidates,n_bootstrap,seed,effect,gain_definition,valid,positive_candidate_fraction,unit,ci_scope,representation
all,calibrated,main_gain,B0_context_spline,B2_post,-0.0013367657419853943,-0.0022831649221587637,-0.0004115449779094733,60,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.2833333333333333,bits/trial of held-out predictive gain,fixed OOF candidate-group cluster bootstrap; no workflow refitting,R_SUP
all,calibrated,post_increment_over_pre,B1_pre,B3_pre_post,0.00037235131718123905,-0.00042395084459155455,0.001087200616190383,60,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.6,bits/trial of held-out predictive gain,fixed OOF candidate-group cluster bootstrap; no workflow refitting,R_SUP
all,raw,main_gain,B0_context_spline,B2_post,-0.0014456675567618427,-0.0025761842797354696,-0.0003470964230138832,60,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.2833333333333333,bits/trial of held-out predictive gain,fixed OOF candidate-group cluster bootstrap; no workflow refitting,R_SUP
all,raw,post_increment_over_pre,B1_pre,B3_pre_post,0.00018333997542384627,-0.0010635934451535302,0.0013557705270880775,60,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.5666666666666667,bits/trial of held-out predictive gain,fixed OOF candidate-group cluster bootstrap; no workflow refitting,R_SUP
previous_response_available,calibrated,main_gain,B0_context_spline,B2_post,-0.0016163283211482475,-0.0025365164952837953,-0.0006851046493452971,59,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.2542372881355932,bits/trial of held-out predictive gain,fixed OOF candidate-group cluster bootstrap; no workflow refitting,R_SUP
previous_response_available,calibrated,post_increment_over_pre,B1_pre,B3_pre_post,0.0002904490997847685,-0.00032623085977772953,0.0008917074666003531,59,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.576271186440678,bits/trial of held-out predictive gain,fixed OOF candidate-group cluster bootstrap; no workflow refitting,R_SUP
previous_response_available,calibrated,post_increment_over_previous,B4_previous,B5_previous_post,-0.00048518210547650906,-0.0012535765704442716,0.0003190281718938247,59,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.3898305084745763,bits/trial of held-out predictive gain,fixed OOF candidate-group cluster bootstrap; no workflow refitting,R_SUP
previous_response_available,raw,main_gain,B0_context_spline,B2_post,-0.0021363477562959315,-0.003484783180831507,-0.0008215847809711453,59,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.2711864406779661,bits/trial of held-out predictive gain,fixed OOF candidate-group cluster bootstrap; no workflow refitting,R_SUP
previous_response_available,raw,post_increment_over_pre,B1_pre,B3_pre_post,0.0001546003039384667,-0.0007451028972635046,0.000999502873200581,59,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.576271186440678,bits/trial of held-out predictive gain,fixed OOF candidate-group cluster bootstrap; no workflow refitting,R_SUP
previous_response_available,raw,post_increment_over_previous,B4_previous,B5_previous_post,-0.0010623352732573226,-0.0021801301459649304,0.00011418908478880644,59,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.3559322033898305,bits/trial of held-out predictive gain,fixed OOF candidate-group cluster bootstrap; no workflow refitting,R_SUP
all,calibrated,main_gain,B0_context_spline,B2_post,-0.0015163364644868746,-0.0025478395229750553,-0.0004624008607270599,60,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.26666666666666666,bits/trial of held-out predictive gain,fixed OOF candidate-group cluster bootstrap; no workflow refitting,R_RAND
