bias_b_minus_a_uv,bias_b_minus_a_uv_bootstrap_valid,bias_b_minus_a_uv_ci_high,bias_b_minus_a_uv_ci_low,cohort_label,condition,difference_sd_uv,icc_a1,icc_a1_bootstrap_valid,icc_a1_ci_high,icc_a1_ci_low,loa_high_uv,loa_low_uv,matched_trials,median_abs_delta_uv,n_candidates,pearson_r,pearson_r_bootstrap_valid,pearson_r_ci_high,pearson_r_ci_low,rmse_uv,variant
0.024573189994186066,2000,0.29540380798500937,-0.21037940925551318,HA,code1,0.9762485797915655,0.8436018538404153,2000,0.916529908066014,0.7116234207001608,1.9380204063856545,-1.8888740263972823,True,0.14182923834174233,57,0.8469299274727484,2000,0.9259846900275114,0.7473076060718225,0.9679590682000705,hp05_avg20_matched
0.08191321465747924,2000,0.14856458543153142,0.00921248832034974,HA,code1,0.26792839521552897,0.9894091988313517,2000,0.993196404167002,0.9816299284954305,0.607052869279916,-0.4432264399649575,True,0.1490731254052131,57,0.9934249786793234,2000,0.9963547409497306,0.98788294353911,0.2779136606378312,hp01_avg18_matched
0.029444875011674115,2000,0.1603554464614657,-0.08509060778250388,HA,code1,0.4381705947778777,0.963696167096088,2000,0.9830010111238104,0.9397184296304609,0.8882592407763144,-0.8293694907529661,False,0.1299313688125059,49,0.9670848962096769,2000,0.9835917762551375,0.9482945785944236,0.4346748632118118,hp01_frontoposterior100
0.1043493612703449,2000,0.2646039508168616,-0.05081938743988857,HA,code1,0.5780268122775344,0.938843378801256,2000,0.964742101636631,0.8879280908211942,1.2372819133343125,-1.0285831907936225,False,0.24810514348717794,48,0.9436429601559497,2000,0.972415692467614,0.8944242781945958,0.5814147021119515,hp01_scalp100
-0.08079583370086957,2000,0.21873013620827275,-0.3875862229902155,HA,code2,1.181195253847677,0.898851304620276,2000,0.9681746310134521,0.7304449474442581,2.2343468638405777,-2.3959385312423165,True,0.22651634262362985,57,0.9123788210761007,2000,0.9728400663820459,0.7847571668861352,1.173572584680375,hp05_avg20_matched
0.023204935275796534,2000,0.10327217991901361,-0.06634577020480019,HA,code2,0.3147468885768388,0.9942578840878596,2000,0.9969573291346533,0.9867822452281237,0.6401088368864005,-0.5936989663348076,True,0.1782549703753764,57,0.9958084292017768,2000,0.9982361162691783,0.9895720439189841,0.3128355475958975,hp01_avg18_matched
0.00914427833125698,2000,0.16042393827989024,-0.16342445391304541,HA,code2,0.5913523960140008,0.9667470009732252,2000,0.9786223622120803,0.9441423092872431,1.1681949745186986,-1.1499064178561846,False,0.2823650841357811,49,0.973428463280262,2000,0.9859629575438303,0.952863171110165,0.5853585117131342,hp01_frontoposterior100
0.1450253762757822,2000,0.3122022852917006,-0.021011324492123822,HA,code2,0.6205432961845241,0.9482139068497423,2000,0.9775102638933938,0.8886148357901654,1.3612902367974495,-1.071239484245885,False,0.2974460539352749,48,0.9531831343330066,2000,0.9804114948618793,0.9035955428552874,0.6309389570864434,hp01_scalp100
-0.10536902369505569,2000,0.07043620865411959,-0.3259746206076937,HA,code2_minus_code1,0.7716341760893638,0.8976376439747712,2000,0.9638946777754154,0.7911801526047096,1.4070339614400973,-1.6177720088302088,True,0.19214333240520198,57,0.93012298028283,2000,0.9762175632984246,0.821539666913015,0.7720595703713523,hp05_avg20_matched
-0.058708279381682715,2000,0.0021190452954639232,-0.11679466590949836,HA,code2_minus_code1,0.23479820007777716,0.992613833606346,2000,0.996604651814605,0.9804967769374098,0.4014961927707605,-0.5189127515341259,True,0.13147925251117065,57,0.9945992205463265,2000,0.9977035163219587,0.9856791263635964,0.2400201250487706,hp01_avg18_matched
-0.02030059668041715,2000,0.11299040565408384,-0.14917132599479233,HA,code2_minus_code1,0.4656648012602145,0.9582843369043018,2000,0.9745368648685663,0.892074501922707,0.8924024137896032,-0.9330036071504375,False,0.2398501995339617,49,0.9682583758977678,2000,0.9884293329444859,0.8979234854294116,0.4613354956862492,hp01_frontoposterior100
