bias_b_minus_a_uv,bias_b_minus_a_uv_bootstrap_valid,bias_b_minus_a_uv_ci_high,bias_b_minus_a_uv_ci_low,cohort_label,condition,difference_sd_uv,icc_a1,icc_a1_bootstrap_valid,icc_a1_ci_high,icc_a1_ci_low,loa_high_uv,loa_low_uv,matched_trials,median_abs_delta_uv,n_candidates,pearson_r,pearson_r_bootstrap_valid,pearson_r_ci_high,pearson_r_ci_low,rmse_uv,variant
0.040676015005437265,2000,0.19748873131952266,-0.11810737739003557,HA,code2_minus_code1,0.57943803859291,0.8688864961523634,2000,0.9374408199130001,0.7492233933303039,1.1763745706475408,-1.0950225406366663,False,0.3223015805010123,48,0.8673371068785549,2000,0.9391601733555405,0.7585205152389776,0.574811464383421,hp01_scalp100
0.6437075791094805,2000,1.6855579510032053,-0.10853163207399072,NH,code1,1.4837903576897922,0.5869806861718748,2000,0.9382697033837255,-0.153903653768417,3.551936680181473,-2.264521521962512,True,0.5702537452923497,9,0.6539603847790005,2000,0.987854129878432,-0.2803080479487239,1.5399244437169457,hp05_avg20_matched
-0.01866468987340977,2000,0.2566918435284892,-0.31422920705885016,NH,code1,0.454152299131977,0.9769686116392521,2000,0.9931759949695248,0.8982634814458152,0.8714738164252652,-0.9088031961720847,True,0.25956702626329253,9,0.9749351335989631,2000,0.9987225804642494,0.907986024155637,0.4285855058325288,hp01_avg18_matched
0.06554930941156853,2000,0.43879040311984985,-0.17959158444826157,NH,code1,0.513042108391456,0.9636379343220202,2000,0.9958357156289052,0.6346127347482082,1.0711118418588224,-0.9400132230356854,False,0.12754319552160204,8,0.9594195289895716,2000,0.999595862385593,0.6768825160230574,0.4843628715376936,hp01_frontoposterior100
,,,,NH,code1,,,,,,,,False,,6,,,,,,hp01_scalp100
0.7992869556150534,2000,1.9357890199887893,-0.05615677185738145,NH,code2,1.6919150169024448,0.5662104435769463,2000,0.9681819593521301,0.18013942880310257,4.1154403887438455,-2.5168664775137386,True,0.4475573602142007,9,0.6971451294492887,2000,0.9777134053185779,0.3214304806878056,1.7842006654742069,hp05_avg20_matched
-0.07887534674201042,2000,0.12861048325817093,-0.3056648723369614,NH,code2,0.35982003954624125,0.9886354258201885,2000,0.9962536493859775,0.9449494377828092,0.6263719307686224,-0.7841226242526433,True,0.21721011743690632,9,0.987886784147913,2000,0.9981791052983827,0.9752292338739923,0.3482903593564045,hp01_avg18_matched
-0.09809060600094388,2000,0.6346076338128758,-0.8751291487733159,NH,code2,1.2031734828294889,0.9198118810538917,2000,0.9535394637687278,0.5350446187837471,2.260129420344854,-2.4563106323467423,False,0.6432147731443781,8,0.9516998263089235,2000,0.9937871482684171,0.5543855477320251,1.1297322218325319,hp01_frontoposterior100
,,,,NH,code2,,,,,,,,False,,6,,,,,,hp01_scalp100
0.15557937650557266,2000,0.40081199719659516,-0.0728631761182034,NH,code2_minus_code1,0.39522658624250345,0.9288124921277009,2000,0.9678214012993747,0.8244699051020642,0.9302234855408794,-0.6190647325297342,True,0.1158275124477744,9,0.9364253740535624,2000,0.9918861506187493,0.8595330099221049,0.4037982055609225,hp05_avg20_matched
-0.06021065686860066,2000,0.02030996210299699,-0.13699352407653348,NH,code2_minus_code1,0.13332891503316674,0.9928631638892162,2000,0.9958134403894527,0.9831993144401887,0.20111401659640615,-0.3215353303336075,True,0.1067127348300243,9,0.99630356392411,2000,0.9995860566492034,0.9907797930880982,0.1393798588495588,hp01_avg18_matched
-0.16363991541251247,2000,0.4064876678007814,-0.861562632352429,NH,code2_minus_code1,0.9919271948677353,0.7705820826745109,2000,0.8962609741429439,0.29428697665581666,1.7805373865282486,-2.1078172173532734,False,0.34488266810483464,8,0.8080859001537924,2000,0.9639053824623262,0.3696866450597868,0.94218237982071,hp01_frontoposterior100
,,,,NH,code2_minus_code1,,,,,,,,False,,6,,,,,,hp01_scalp100
