seed,child,group,n_channels,source,auc_base,auc_drop
11,33,right_temporal,8,CI,0.4839619411457301,-0.003781257696165885
11,36,right_temporal,8,non-CI,0.5446777221526908,0.001045056320400528
11,37,right_temporal,8,CI,0.48455615034494603,0.0066233933529900035
11,1,vertex_ring,6,non-CI,0.5722377405338299,0.029329608938547524
11,4,vertex_ring,6,non-CI,0.4953459119496855,-0.002024371069182407
11,7,vertex_ring,6,non-CI,0.5106060606060606,-0.003219696969696928
11,14,vertex_ring,6,non-CI,0.5011283043197937,-0.0011973841761075965
11,19,vertex_ring,6,non-CI,0.4643452380952381,-0.0032550125313283162
11,22,vertex_ring,6,CI,0.4624840808286125,0.00022584834283778665
11,32,vertex_ring,6,non-CI,0.5088078848560701,0.005941802252816042
11,33,vertex_ring,6,CI,0.4839619411457301,-0.0025408610094966866
11,36,vertex_ring,6,non-CI,0.5446777221526908,-0.0015456821026282874
11,37,vertex_ring,6,CI,0.48455615034494603,0.010309020124237844
11,1,frontocentral,11,non-CI,0.5722377405338299,-0.011328367473618872
11,4,frontocentral,11,non-CI,0.4953459119496855,0.00904088050314461
11,7,frontocentral,11,non-CI,0.5106060606060606,-0.009469696969696906
11,14,frontocentral,11,non-CI,0.5011283043197937,-0.009233674127291147
11,19,frontocentral,11,non-CI,0.4643452380952381,-5.95238095237316e-05
11,22,frontocentral,11,CI,0.4624840808286125,-0.008340704772300922
11,32,frontocentral,11,non-CI,0.5088078848560701,-0.0046214017521902795
11,33,frontocentral,11,CI,0.4839619411457301,-0.0049826104193321785
11,36,frontocentral,11,non-CI,0.5446777221526908,-0.001273466833541903
11,37,frontocentral,11,CI,0.48455615034494603,0.01226276014084099
11,1,occipital,9,non-CI,0.5722377405338299,0.005353817504655467
11,4,occipital,9,non-CI,0.4953459119496855,0.001442610062893035
11,7,occipital,9,non-CI,0.5106060606060606,-0.016856060606060597
11,14,occipital,9,non-CI,0.5011283043197937,-0.0051579626047710825
11,19,occipital,9,non-CI,0.4643452380952381,0.015726817042606478
11,22,occipital,9,CI,0.4624840808286125,-0.008723392242109385
11,32,occipital,9,non-CI,0.5088078848560701,-0.0027503128911139374
11,33,occipital,9,CI,0.4839619411457301,0.005156806564191263
11,36,occipital,9,non-CI,0.5446777221526908,-0.006292240300375451
11,37,occipital,9,CI,0.48455615034494603,0.0009840265651390179
11,1,left_half,49,non-CI,0.5722377405338299,-0.008379888268156499
11,4,left_half,49,non-CI,0.4953459119496855,-0.008337264150943324
11,7,left_half,49,non-CI,0.5106060606060606,0.03428030303030305
11,14,left_half,49,non-CI,0.5011283043197937,0.024454269135120277
11,19,left_half,49,non-CI,0.4643452380952381,-0.002979323308270665
11,22,left_half,49,CI,0.4624840808286125,-0.029630047867301612
11,32,left_half,49,non-CI,0.5088078848560701,0.014709011264080085
11,33,left_half,49,CI,0.4839619411457301,-0.012220760576409084
11,36,left_half,49,non-CI,0.5446777221526908,-0.03340112640801007
11,37,left_half,49,CI,0.48455615034494603,-0.009511064036870631
11,1,right_half,51,non-CI,0.5722377405338299,-0.02335505896958412
11,4,right_half,51,non-CI,0.4953459119496855,-0.024304245283018833
11,7,right_half,51,non-CI,0.5106060606060606,-0.027840909090909083
11,14,right_half,51,non-CI,0.5011283043197937,-0.01201989499861833
11,19,right_half,51,non-CI,0.4643452380952381,-0.022261904761904816
11,22,right_half,51,CI,0.4624840808286125,0.0059253822169523795
11,32,right_half,51,non-CI,0.5088078848560701,-0.008473091364205265
11,33,right_half,51,CI,0.4839619411457301,-0.010517843091320755
11,36,right_half,51,non-CI,0.5446777221526908,0.017869211514393024
11,37,right_half,51,CI,0.48455615034494603,0.005460452866916654
11,2,periocular_eog,6,non-CI,0.41788522012578616,0.0006249999999999867
11,3,periocular_eog,6,non-CI,0.5221342123777678,1.5810151698492092e-05
11,30,periocular_eog,6,non-CI,0.5227952261306532,-0.0020131909547739246
11,34,periocular_eog,6,non-CI,0.5368781407035176,-0.00890075376884425
11,38,periocular_eog,6,non-CI,0.5116037509950233,0.005041451213119497
11,40,periocular_eog,6,CI,0.5661298701298701,0.00010735930735938926
11,42,periocular_eog,6,non-CI,0.5074262652807433,-0.025892207700790704
11,43,periocular_eog,6,non-CI,0.44634991089142206,-0.09371532331282151
11,44,periocular_eog,6,non-CI,0.5156445556946183,0.014871714643304168
11,2,frontal_polar,8,non-CI,0.41788522012578616,-0.011686320754716983
11,3,frontal_polar,8,non-CI,0.5221342123777678,-0.0026244851819353654
11,30,frontal_polar,8,non-CI,0.5227952261306532,0.004949748743718563
11,34,frontal_polar,8,non-CI,0.5368781407035176,0.018420226130653305
11,38,frontal_polar,8,non-CI,0.5116037509950233,-0.005190300221979083
11,40,frontal_polar,8,CI,0.5661298701298701,0.011532467532467616
11,42,frontal_polar,8,non-CI,0.5074262652807433,0.008270958961965225
11,43,frontal_polar,8,non-CI,0.44634991089142206,-0.0019166750731362536
11,44,frontal_polar,8,non-CI,0.5156445556946183,-0.006817897371714565
11,2,left_temporal,8,non-CI,0.41788522012578616,-2.3584905660400945e-05
11,3,left_temporal,8,non-CI,0.5221342123777678,-0.009750911059991596
11,30,left_temporal,8,non-CI,0.5227952261306532,0.017788944723618028
11,34,left_temporal,8,non-CI,0.5368781407035176,0.001209170854271302
11,38,left_temporal,8,non-CI,0.5116037509950233,0.0008542638769342137
11,40,left_temporal,8,CI,0.5661298701298701,-0.00139567099567095
11,42,left_temporal,8,non-CI,0.5074262652807433,-0.004000563129120893
11,43,left_temporal,8,non-CI,0.44634991089142206,-0.00519519822455361
11,44,left_temporal,8,non-CI,0.5156445556946183,-7.196495619521404e-05
11,2,right_temporal,8,non-CI,0.41788522012578616,0.003030660377358496
11,3,right_temporal,8,non-CI,0.5221342123777678,0.004197595275926669
11,30,right_temporal,8,non-CI,0.5227952261306532,-0.009836683417085545
11,34,right_temporal,8,non-CI,0.5368781407035176,-0.00816582914572861
11,38,right_temporal,8,non-CI,0.5116037509950233,-0.007523346643454776
11,40,right_temporal,8,CI,0.5661298701298701,0.013132467532467551
11,42,right_temporal,8,non-CI,0.5074262652807433,0.0024754217602477313
11,43,right_temporal,8,non-CI,0.44634991089142206,-0.005380140556172031
11,44,right_temporal,8,non-CI,0.5156445556946183,0.002715894868585811
11,2,vertex_ring,6,non-CI,0.41788522012578616,-0.010349842767295614
11,3,vertex_ring,6,non-CI,0.5221342123777678,0.004956482557450181
11,30,vertex_ring,6,non-CI,0.5227952261306532,-0.002151381909547778
11,34,vertex_ring,6,non-CI,0.5368781407035176,0.007729271356783918
11,38,vertex_ring,6,non-CI,0.5116037509950233,0.00062128281958862
11,40,vertex_ring,6,CI,0.5661298701298701,0.004817316017316053
11,42,vertex_ring,6,non-CI,0.5074262652807433,-0.0005396654074474316
11,43,vertex_ring,6,non-CI,0.44634991089142206,0.0019671138908504138
11,44,vertex_ring,6,non-CI,0.5156445556946183,-0.0008448060075094688
11,2,frontocentral,11,non-CI,0.41788522012578616,-0.018113207547169774
11,3,frontocentral,11,non-CI,0.5221342123777678,0.002537529347594103
11,30,frontocentral,11,non-CI,0.5227952261306532,-0.004996859296482414
11,34,frontocentral,11,non-CI,0.5368781407035176,-0.0026381909547738003
11,38,frontocentral,11,non-CI,0.5116037509950233,0.0030546405296436596
11,40,frontocentral,11,CI,0.5661298701298701,0.00040519480519496387
11,42,frontocentral,11,non-CI,0.5074262652807433,0.007567047560946949
11,43,frontocentral,11,non-CI,0.44634991089142206,0.003043142002084831
11,44,frontocentral,11,non-CI,0.5156445556946183,-0.0011889862327909562
11,2,occipital,9,non-CI,0.41788522012578616,-0.013329402515723288
11,3,occipital,9,non-CI,0.5221342123777678,-0.00478652342669228
11,30,occipital,9,non-CI,0.5227952261306532,-0.0075690954773870445
11,34,occipital,9,non-CI,0.5368781407035176,-0.005860552763819027
11,38,occipital,9,non-CI,0.5116037509950233,0.0027116406396624493
11,40,occipital,9,CI,0.5661298701298701,-0.0024588744588744937
11,42,occipital,9,non-CI,0.5074262652807433,0.01677655505760345
11,43,occipital,9,non-CI,0.44634991089142206,0.0005884528733313688
11,44,occipital,9,non-CI,0.5156445556946183,0.0007133917396746625
11,2,left_half,49,non-CI,0.41788522012578616,-0.04559748427672955
11,3,left_half,49,non-CI,0.5221342123777678,0.006007857645394132
11,30,left_half,49,non-CI,0.5227952261306532,0.06017587939698499
11,34,left_half,49,non-CI,0.5368781407035176,0.005135050251256268
11,38,left_half,49,non-CI,0.5116037509950233,0.007199761841585883
11,40,left_half,49,CI,0.5661298701298701,-0.009451082251082266
11,42,left_half,49,non-CI,0.5074262652807433,-0.04158943194349951
11,43,left_half,49,non-CI,0.44634991089142206,0.03115437640808366
11,44,left_half,49,non-CI,0.5156445556946183,0.003385481852315464
11,2,right_half,51,non-CI,0.41788522012578616,0.009150943396226408
11,3,right_half,51,non-CI,0.5221342123777678,0.010509798341515109
11,30,right_half,51,non-CI,0.5227952261306532,-0.00667713567839201
11,34,right_half,51,non-CI,0.5368781407035176,-0.00038002512562806956
11,38,right_half,51,non-CI,0.5116037509950233,-0.015583844058012275
11,40,right_half,51,CI,0.5661298701298701,0.016799999999999926
11,42,right_half,51,non-CI,0.5074262652807433,0.007578779417630632
11,43,right_half,51,non-CI,0.44634991089142206,-0.008540973132923124
11,44,right_half,51,non-CI,0.5156445556946183,-0.0040957446808509435
11,10,periocular_eog,6,CI,0.49667511606350667,0.012080830359295469
11,15,periocular_eog,6,non-CI,0.5149279448621553,-0.004426691729323418
11,17,periocular_eog,6,non-CI,0.47927853504061685,0.02602230483271384
11,20,periocular_eog,6,non-CI,0.9356789737171465,0.0028035043804756077
11,21,periocular_eog,6,CI,0.5956475346782799,0.035112533809772084
11,24,periocular_eog,6,non-CI,0.5251477790913697,0.012447221753082216
11,26,periocular_eog,6,non-CI,0.49458698372966203,0.006448685857321501
11,28,periocular_eog,6,CI,0.49485052833454757,0.003468265680359184
11,45,periocular_eog,6,CI,0.5232214688693805,0.009768639158043935
11,10,frontal_polar,8,CI,0.49667511606350667,-0.006662109193358079
11,15,frontal_polar,8,non-CI,0.5149279448621553,0.008659147869674033
11,17,frontal_polar,8,non-CI,0.47927853504061685,-0.018243150213410442
11,20,frontal_polar,8,non-CI,0.9356789737171465,0.010719649561952482
11,21,frontal_polar,8,CI,0.5956475346782799,-0.0065727437405394
11,24,frontal_polar,8,non-CI,0.5251477790913697,-0.02602600912008113
11,26,frontal_polar,8,non-CI,0.49458698372966203,0.009730913642052585
11,28,frontal_polar,8,CI,0.49485052833454757,0.012163836636591763
11,45,frontal_polar,8,CI,0.5232214688693805,-0.007241885293596706
11,10,left_temporal,8,CI,0.49667511606350667,-0.009512513437714532
11,15,left_temporal,8,non-CI,0.5149279448621553,0.0062562656641603764
11,17,left_temporal,8,non-CI,0.47927853504061685,-0.009982101060167947
11,20,left_temporal,8,non-CI,0.9356789737171465,-0.003607634543178917
11,21,left_temporal,8,CI,0.5956475346782799,-0.0077235167125735416
11,24,left_temporal,8,non-CI,0.5251477790913697,0.0001216010808984258
11,26,left_temporal,8,non-CI,0.49458698372966203,0.038385481852315384
11,28,left_temporal,8,CI,0.49485052833454757,-0.002210474535955964
11,45,left_temporal,8,CI,0.5232214688693805,-0.00018025653350861592
11,10,right_temporal,8,CI,0.49667511606350667,-0.004841764438573537
11,15,right_temporal,8,non-CI,0.5149279448621553,-0.011829573934837079
11,17,right_temporal,8,non-CI,0.47927853504061685,-0.011565468814539404
11,20,right_temporal,8,non-CI,0.9356789737171465,0.0005225281602003751
11,21,right_temporal,8,CI,0.5956475346782799,0.02969986848308903
11,24,right_temporal,8,non-CI,0.5251477790913697,-0.0034825198446208905
11,26,right_temporal,8,non-CI,0.49458698372966203,-0.2419618272841052
11,28,right_temporal,8,CI,0.49485052833454757,-0.01700820054919394
11,45,right_temporal,8,CI,0.5232214688693805,0.0021251296582083246
11,10,vertex_ring,6,CI,0.49667511606350667,0.005438775811541008
11,15,vertex_ring,6,non-CI,0.5149279448621553,-0.0016196741854637153
11,17,vertex_ring,6,non-CI,0.47927853504061685,0.000516315572077708
11,20,vertex_ring,6,non-CI,0.9356789737171465,0.0002941176470587781
11,21,vertex_ring,6,CI,0.5956475346782799,0.002304647758008871
11,24,vertex_ring,6,non-CI,0.5251477790913697,0.0032933626076675493
11,26,vertex_ring,6,non-CI,0.49458698372966203,0.0027065081351689835
11,28,vertex_ring,6,CI,0.49485052833454757,-0.003122684450089952
11,45,vertex_ring,6,CI,0.5232214688693805,1.5811976623592017e-05
11,10,frontocentral,11,CI,0.49667511606350667,-0.002803683531521717
11,15,frontocentral,11,non-CI,0.5149279448621553,-0.025504385964912335
11,17,frontocentral,11,non-CI,0.47927853504061685,0.005851576483546728
11,20,frontocentral,11,non-CI,0.9356789737171465,0.015012515644555746
11,21,frontocentral,11,CI,0.5956475346782799,0.017419787091491168
11,24,frontocentral,11,non-CI,0.5251477790913697,0.015669650396892387
11,26,frontocentral,11,non-CI,0.49458698372966203,-0.002343554443053897
11,28,frontocentral,11,CI,0.49485052833454757,0.0061613086009253415
11,45,frontocentral,11,CI,0.5232214688693805,0.001657095150150556
11,10,occipital,9,CI,0.49667511606350667,0.00011966673145863416
11,15,occipital,9,non-CI,0.5149279448621553,-0.0007048872180451804
11,17,occipital,9,non-CI,0.47927853504061685,0.0003786314195236007
11,20,occipital,9,non-CI,0.9356789737171465,0.0011138923654568922
11,21,occipital,9,CI,0.5956475346782799,-0.011067272140747875
11,24,occipital,9,non-CI,0.5251477790913697,-0.004394527951359639
11,26,occipital,9,non-CI,0.49458698372966203,-0.005666458072590808
11,28,occipital,9,CI,0.49485052833454757,0.0003082210972671362
11,45,occipital,9,CI,0.5232214688693805,-0.0020081210311938547
11,10,left_half,49,CI,0.49667511606350667,0.004078365621312696
11,15,left_half,49,non-CI,0.5149279448621553,0.0032456140350876073
11,17,left_half,49,non-CI,0.47927853504061685,-0.006746523475147981
11,20,left_half,49,non-CI,0.9356789737171465,0.02633604505632059
11,21,left_half,49,CI,0.5956475346782799,0.07676058959279397
11,24,left_half,49,non-CI,0.5251477790913697,0.033102516466813
11,26,left_half,49,non-CI,0.49458698372966203,0.07278785982478098
11,28,left_half,49,CI,0.49485052833454757,-0.022129652114894816
11,45,left_half,49,CI,0.5232214688693805,0.021877450856376712
11,10,right_half,51,CI,0.49667511606350667,-0.012868250675136417
11,15,right_half,51,non-CI,0.5149279448621553,0.07287907268170418
11,17,right_half,51,non-CI,0.47927853504061685,-0.009293680297397688
11,20,right_half,51,non-CI,0.9356789737171465,0.0013360450563204562
11,21,right_half,51,CI,0.5956475346782799,0.019873321918658093
11,24,right_half,51,non-CI,0.5251477790913697,-0.05050160445870633
11,26,right_half,51,non-CI,0.49458698372966203,-0.1974937421777222
11,28,right_half,51,CI,0.49485052833454757,-0.0037858268108768023
11,45,right_half,51,CI,0.5232214688693805,0.010432742176234022
11,0,periocular_eog,6,non-CI,0.5408455269128307,0.006233152307096423
11,5,periocular_eog,6,non-CI,0.5138476639183353,-0.0041224970553592755
11,8,periocular_eog,6,non-CI,0.49593195266272183,0.009615384615384637
11,12,periocular_eog,6,non-CI,0.5509327889447235,0.003988693467336546
11,18,periocular_eog,6,non-CI,0.8745885504066091,0.00798696269523691
11,29,periocular_eog,6,CI,0.5431756332426209,0.00020933640360054628
11,31,periocular_eog,6,non-CI,0.5363548185231539,-0.01955256570713393
11,39,periocular_eog,6,CI,0.49813030391060076,-3.399447435270542e-05
11,41,periocular_eog,6,non-CI,0.5925625782227785,-0.0010387984981227172
11,0,frontal_polar,8,non-CI,0.5408455269128307,-0.002154133168907779
11,5,frontal_polar,8,non-CI,0.5138476639183353,0.0006831566548880508
11,8,frontal_polar,8,non-CI,0.49593195266272183,0.004068047337278058
11,12,frontal_polar,8,non-CI,0.5509327889447235,-0.0021325376884422376
11,18,frontal_polar,8,non-CI,0.8745885504066091,0.0850248483283853
11,29,frontal_polar,8,CI,0.5431756332426209,-0.013031191124136532
11,31,frontal_polar,8,non-CI,0.5363548185231539,-0.0025375469336671452
11,39,frontal_polar,8,CI,0.49813030391060076,0.00935157085375582
11,41,frontal_polar,8,non-CI,0.5925625782227785,0.0093491864831039
11,0,left_temporal,8,non-CI,0.5408455269128307,0.011090821416431473
11,5,left_temporal,8,non-CI,0.5138476639183353,0.0019905771495877245
11,8,left_temporal,8,non-CI,0.49593195266272183,0.006410256410256332
11,12,left_temporal,8,non-CI,0.5509327889447235,0.001212311557788892
11,18,left_temporal,8,non-CI,0.8745885504066091,-0.0019685039370077595
11,29,left_temporal,8,CI,0.5431756332426209,-0.010335984927778985
11,31,left_temporal,8,non-CI,0.5363548185231539,-0.009671464330412993
11,39,left_temporal,8,CI,0.49813030391060076,0.0004017528787139124
11,41,left_temporal,8,non-CI,0.5925625782227785,0.00014705882352938904
11,0,right_temporal,8,non-CI,0.5408455269128307,0.015114505023675728
11,5,right_temporal,8,non-CI,0.5138476639183353,0.01096584216725549
11,8,right_temporal,8,non-CI,0.49593195266272183,0.055350098619329324
11,12,right_temporal,8,non-CI,0.5509327889447235,0.002173366834170798
11,18,right_temporal,8,non-CI,0.8745885504066091,0.0036385052278301577
11,29,right_temporal,8,CI,0.5431756332426209,0.0485660456353359
11,31,right_temporal,8,non-CI,0.5363548185231539,0.006758448060075084
11,39,right_temporal,8,CI,0.49813030391060076,-0.009731690885154243
11,41,right_temporal,8,non-CI,0.5925625782227785,0.0018366708385481045
11,0,vertex_ring,6,non-CI,0.5408455269128307,0.005988094955771128
11,5,vertex_ring,6,non-CI,0.5138476639183353,0.0008716136631331528
11,8,vertex_ring,6,non-CI,0.49593195266272183,0.004561143984220861
11,12,vertex_ring,6,non-CI,0.5509327889447235,-0.0038190954773870134
11,18,vertex_ring,6,non-CI,0.8745885504066091,-0.004082225377565418
11,29,vertex_ring,6,CI,0.5431756332426209,-0.011147163491731171
11,31,vertex_ring,6,non-CI,0.5363548185231539,-0.015929286608260318
11,39,vertex_ring,6,CI,0.49813030391060076,0.005219697016521363
11,41,vertex_ring,6,non-CI,0.5925625782227785,-0.004295994993742114
11,0,frontocentral,11,non-CI,0.5408455269128307,0.002162038244756914
11,5,frontocentral,11,non-CI,0.5138476639183353,0.0035414212799371736
11,8,frontocentral,11,non-CI,0.49593195266272183,0.009985207100591642
11,12,frontocentral,11,non-CI,0.5509327889447235,-0.001180904522613213
11,18,frontocentral,11,non-CI,0.8745885504066091,0.008043436168839624
11,29,frontocentral,11,CI,0.5431756332426209,0.0018316935315050298
11,31,frontocentral,11,non-CI,0.5363548185231539,-0.00693679599499375
11,39,frontocentral,11,CI,0.49813030391060076,0.010436303626283339
11,41,frontocentral,11,non-CI,0.5925625782227785,0.04755632040050062
11,0,occipital,9,non-CI,0.5408455269128307,0.004746998047446271
11,5,occipital,9,non-CI,0.5138476639183353,0.0013113466823714282
11,8,occipital,9,non-CI,0.49593195266272183,-0.007396449704142105
11,12,occipital,9,non-CI,0.5509327889447235,0.006155778894472386
11,18,occipital,9,non-CI,0.8745885504066091,0.026905576352136418
11,29,occipital,9,CI,0.5431756332426209,0.008608959598074062
11,31,occipital,9,non-CI,0.5363548185231539,0.008692115143929868
11,39,occipital,9,CI,0.49813030391060076,0.0022065504261671864
11,41,occipital,9,non-CI,0.5925625782227785,-0.006170212765957417
11,0,left_half,49,non-CI,0.5408455269128307,0.028395032450336366
11,5,left_half,49,non-CI,0.5138476639183353,-0.008170396544954772
11,8,left_half,49,non-CI,0.49593195266272183,0.011834319526627168
11,12,left_half,49,non-CI,0.5509327889447235,0.0211840452261306
11,18,left_half,49,non-CI,0.8745885504066091,0.03699819284884476
11,29,left_half,49,CI,0.5431756332426209,-0.018473937617751734
11,31,left_half,49,non-CI,0.5363548185231539,0.014906132665832184
11,39,left_half,49,CI,0.49813030391060076,-0.016085567182352545
11,41,left_half,49,non-CI,0.5925625782227785,0.0710294117647059
11,0,right_half,51,non-CI,0.5408455269128307,0.025007707448952976
11,5,right_half,51,non-CI,0.5138476639183353,0.038617981939536694
11,8,right_half,51,non-CI,0.49593195266272183,0.026010848126232722
11,12,right_half,51,non-CI,0.5509327889447235,0.03276381909547732
11,18,right_half,51,non-CI,0.8745885504066091,0.020854847037562907
11,29,right_half,51,CI,0.5431756332426209,0.03545635335984931
11,31,right_half,51,non-CI,0.5363548185231539,0.06015331664580725
11,39,right_half,51,CI,0.49813030391060076,-0.024655265125995807
11,41,right_half,51,non-CI,0.5925625782227785,-0.00935231539424275
11,6,periocular_eog,6,non-CI,0.5555359246171967,0.0064428739693757064
11,9,periocular_eog,6,non-CI,0.507185534591195,-0.02153301886792447
11,11,periocular_eog,6,CI,0.5148703515671168,0.0007546484328830871
11,13,periocular_eog,6,non-CI,0.5086545682102628,0.004965581977471767
11,16,periocular_eog,6,non-CI,0.5191382444135572,-0.019804906887378015
11,23,periocular_eog,6,CI,0.49210369838335555,-0.006652615714302534
11,25,periocular_eog,6,non-CI,0.4621377444134078,-0.000189129422718759
11,27,periocular_eog,6,CI,0.4931578947368421,-0.012446393762183205
11,35,periocular_eog,6,non-CI,0.6255683926516186,0.025817447689008177
11,6,frontal_polar,8,non-CI,0.5555359246171967,0.010204161758932129
11,9,frontal_polar,8,non-CI,0.507185534591195,-0.06910770440251568
11,11,frontal_polar,8,CI,0.5148703515671168,-0.0010143683718532026
11,13,frontal_polar,8,non-CI,0.5086545682102628,0.021533166458072517
11,16,frontal_polar,8,non-CI,0.5191382444135572,-0.0038804787391274465
11,23,frontal_polar,8,CI,0.49210369838335555,-0.024367412780086806
11,25,frontal_polar,8,non-CI,0.4621377444134078,-0.013304527467411509
11,27,frontal_polar,8,CI,0.4931578947368421,-0.004512670565302135
11,35,frontal_polar,8,non-CI,0.6255683926516186,-0.006899327677184375
11,6,left_temporal,8,non-CI,0.5555359246171967,-0.00477424420887318
11,9,left_temporal,8,non-CI,0.507185534591195,0.029477201257861574
11,11,left_temporal,8,CI,0.5148703515671168,0.009067365341843048
11,13,left_temporal,8,non-CI,0.5086545682102628,-0.039552565707133946
11,16,left_temporal,8,non-CI,0.5191382444135572,-0.0009654027333161341
11,23,left_temporal,8,CI,0.49210369838335555,-0.004724534611263542
11,25,left_temporal,8,non-CI,0.4621377444134078,0.0027423766294227825
11,27,left_temporal,8,CI,0.4931578947368421,0.001975308641975204
11,35,left_temporal,8,non-CI,0.6255683926516186,-0.012311243325513699
11,6,right_temporal,8,non-CI,0.5555359246171967,8.244994110717663e-05
11,9,right_temporal,8,non-CI,0.507185534591195,-0.08496855345911947
11,11,right_temporal,8,CI,0.5148703515671168,-0.0010798439867196752
11,13,right_temporal,8,non-CI,0.5086545682102628,0.0027315394242803936
11,16,right_temporal,8,non-CI,0.5191382444135572,-0.012852120426915636
11,23,right_temporal,8,CI,0.49210369838335555,-0.004687739170365801
11,25,right_temporal,8,non-CI,0.4621377444134078,0.004888268156424624
11,27,right_temporal,8,CI,0.4931578947368421,-0.004629629629629595
11,35,right_temporal,8,non-CI,0.6255683926516186,0.01844013559663149
11,6,vertex_ring,6,non-CI,0.5555359246171967,-0.004193168433451078
11,9,vertex_ring,6,non-CI,0.507185534591195,-0.0030660377358490143
11,11,vertex_ring,6,CI,0.5148703515671168,-0.0012606574154659933
11,13,vertex_ring,6,non-CI,0.5086545682102628,0.002794117647058836
11,16,vertex_ring,6,non-CI,0.5191382444135572,0.00023899220759615591
11,23,vertex_ring,6,CI,0.49210369838335555,0.0014026422070200217
11,25,vertex_ring,6,non-CI,0.4621377444134078,-0.007070530726256963
11,27,vertex_ring,6,CI,0.4931578947368421,-0.004769330734243071
11,35,vertex_ring,6,non-CI,0.6255683926516186,-0.006135181539738799
11,6,frontocentral,11,non-CI,0.5555359246171967,0.018657243816254332
11,9,frontocentral,11,non-CI,0.507185534591195,-0.01977594339622646
11,11,frontocentral,11,CI,0.5148703515671168,-0.0018041050188570829
11,13,frontocentral,11,non-CI,0.5086545682102628,0.008557571964956101
11,16,frontocentral,11,non-CI,0.5191382444135572,0.0004496827063981135
11,23,frontocentral,11,CI,0.49210369838335555,0.002893593472194478
11,25,frontocentral,11,non-CI,0.4621377444134078,0.007630644785847296
11,27,frontocentral,11,CI,0.4931578947368421,0.003102664067576366
11,35,frontocentral,11,non-CI,0.6255683926516186,0.06376689454783302
11,6,occipital,9,non-CI,0.5555359246171967,0.006446800157047572
11,9,occipital,9,non-CI,0.507185534591195,-0.016493710691823815
11,11,occipital,9,CI,0.5148703515671168,0.00318916610256903
11,13,occipital,9,non-CI,0.5086545682102628,-0.007725281602002587
11,16,occipital,9,non-CI,0.5191382444135572,0.002025144495946596
11,23,occipital,9,CI,0.49210369838335555,0.0019604610910289866
11,25,occipital,9,non-CI,0.4621377444134078,-0.001993133147113524
11,27,occipital,9,CI,0.4931578947368421,0.001130604288498982
11,35,occipital,9,non-CI,0.6255683926516186,0.008905604367268172
11,6,left_half,49,non-CI,0.5555359246171967,0.01649784059678061
11,9,left_half,49,non-CI,0.507185534591195,0.07423742138364786
11,11,left_half,49,CI,0.5148703515671168,0.024566282811677276
