model,seed,partition,train_block,child,n_records,n,n_class1,auc,bacc,ce_bal_bits,j_bits
per_child,11,odd_even_blocks,0,3,1,270,48,0.4602571321321321,0.49408783783783783,1.2084274291992188,-0.20842742919921875
per_child,11,odd_even_blocks,1,3,1,300,42,0.49972314507198223,0.48726467331118495,1.0200140476226807,-0.020014047622680664
per_child,11,odd_even_blocks,0,6,2,525,78,0.49067859806114833,0.4869213560488728,1.0001729726791382,-0.0001729726791381836
per_child,11,odd_even_blocks,1,6,2,604,98,0.5302694200209729,0.5159917722029523,0.9985905289649963,0.0014094710350036621
per_child,11,odd_even_blocks,0,7,1,275,43,0.552626303127506,0.5459603047313553,0.9971120953559875,0.002887904644012451
per_child,11,odd_even_blocks,1,7,1,323,47,0.47799105766265804,0.4692414431082331,1.0030567646026611,-0.003056764602661133
per_child,11,odd_even_blocks,0,8,1,299,43,0.494140625,0.4949127906976744,1.0119138956069946,-0.011913895606994629
per_child,11,odd_even_blocks,1,8,1,340,50,0.4511034482758621,0.4537931034482759,1.020920753479004,-0.020920753479003906
per_child,11,odd_even_blocks,0,13,1,295,47,0.4315803019903912,0.45637439945092656,1.0134530067443848,-0.013453006744384766
per_child,11,odd_even_blocks,1,13,1,332,45,0.5386759581881533,0.5670150987224157,1.0003688335418701,-0.0003688335418701172
per_child,11,odd_even_blocks,0,15,1,305,46,0.5269011247272116,0.5631190196407587,1.0023298263549805,-0.0023298263549804688
per_child,11,odd_even_blocks,1,15,1,314,48,0.46961152882205515,0.4969454887218045,1.0090560913085938,-0.00905609130859375
per_child,11,odd_even_blocks,0,16,1,281,48,0.5258851931330473,0.5149767525035766,0.9997828006744385,0.00021719932556152344
per_child,11,odd_even_blocks,1,16,1,305,46,0.5057915057915058,0.5203961725700856,1.0022451877593994,-0.002245187759399414
per_child,11,odd_even_blocks,0,18,2,460,60,0.45489583333333333,0.48916666666666664,1.00960111618042,-0.009601116180419922
per_child,11,odd_even_blocks,1,18,2,474,67,0.4910704462943269,0.47829036635006783,1.0053962469100952,-0.005396246910095215
per_child,11,odd_even_blocks,0,20,2,360,49,0.4911411509941597,0.5230330074151848,1.0017509460449219,-0.001750946044921875
per_child,11,odd_even_blocks,1,20,2,422,69,0.5657100628156176,0.5313462249045449,1.0692464113235474,-0.06924641132354736
per_child,11,odd_even_blocks,0,21,1,297,43,0.5648232924372825,0.5591466764328877,1.0243922472000122,-0.024392247200012207
per_child,11,odd_even_blocks,1,21,1,322,53,0.4657712001122256,0.47148769025741744,1.004932165145874,-0.0049321651458740234
per_child,11,odd_even_blocks,0,23,1,290,46,0.3974073414112615,0.43638631503920167,1.0138013362884521,-0.013801336288452148
per_child,11,odd_even_blocks,1,23,1,335,49,0.5869844441273013,0.5455972598829741,0.982448399066925,0.01755160093307495
per_child,11,odd_even_blocks,0,29,1,291,43,0.378235183795949,0.44181357839459867,1.0241197347640991,-0.02411973476409912
per_child,11,odd_even_blocks,1,29,1,277,47,0.506059204440333,0.5133672525439408,1.0013039112091064,-0.0013039112091064453
