mechanism,repetition,seed,status,rank,gain_pc8_minus_full,full_ce_bits,pc8_ce_bits,full_bacc,pc8_bacc
LOW_VARIANCE_SIGNAL,0,51001,PASS,24,0.8339383776013242,0.16185505324961444,0.9957934308509386,1.0,0.5375000000000002
LOW_VARIANCE_SIGNAL,1,51002,PASS,24,0.8327195558192432,0.16948505912674125,1.0022046149459845,1.0,0.5287500000000002
LOW_VARIANCE_SIGNAL,2,51003,PASS,24,0.8426805697557305,0.16081444339819623,1.0034950131539266,1.0,0.5112500000000002
LOW_VARIANCE_SIGNAL,3,51004,PASS,24,0.841889949698288,0.16062424974573208,1.00251419944402,1.0,0.5200000000000001
LOW_VARIANCE_SIGNAL,4,51005,PASS,24,0.8279102543740051,0.17057909948388877,0.9984893538578938,1.0,0.5212500000000001
TOP_PCA_SIGNAL,0,51006,PASS,24,-4.6579706073360955e-05,0.01562942470466331,0.015582844998589949,1.0,1.0
TOP_PCA_SIGNAL,1,51007,PASS,24,9.437886159556486e-06,0.014971975031206173,0.01498141291736573,1.0,1.0
TOP_PCA_SIGNAL,2,51008,PASS,24,2.0900932965473018e-05,0.01726576597474265,0.017286666907708123,1.0,1.0
TOP_PCA_SIGNAL,3,51009,PASS,24,-6.347324497545451e-05,0.015334232485935372,0.015270759240959917,1.0,1.0
TOP_PCA_SIGNAL,4,51010,PASS,24,-8.709526574196547e-06,0.01711653900637443,0.017107829479800232,1.0,1.0
NULL,0,51011,PASS,24,-0.008487976630343508,1.0083243581147419,0.9998363814843984,0.48875000000000013,0.5062500000000001
NULL,1,51012,PASS,24,-0.005425298379683863,1.0066162658971156,1.0011909675174318,0.5087500000000001,0.5050000000000001
NULL,2,51013,PASS,24,-0.0023842389029933297,1.0083211358340705,1.0059368969310771,0.48750000000000016,0.49250000000000016
NULL,3,51014,PASS,24,0.0006364717444810042,0.9986403156782238,0.9992767874227048,0.4925000000000001,0.5262500000000001
NULL,4,51015,PASS,24,-0.004378667989191287,1.007302377697638,1.0029237097084467,0.4875000000000001,0.5137500000000002
