packet,world,seed,dimension,rate,first,second,estimate,ci_lower,ci_upper,test_groups,test_trials,units,ci_scope,oracle_expected_gain_bits,mode,outer_profile
N3,strong_history_null,220001,64,0.15,H,Hnoise,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N3,strong_history_null,220001,64,0.15,H,Hdup,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N3,strong_history_null,220001,64,0.15,Hnoise,HP,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N3,strong_history_null,220001,64,0.15,Hdup,HP,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N3,strong_history_increment,220001,64,0.15,H,HP,0.0270963214535184,0.018962790976115626,0.03416477776123962,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,0.04436337646058639,R_SIM,1
N3,strong_history_increment,220001,64,0.15,H,Hnoise,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N3,strong_history_increment,220001,64,0.15,H,Hdup,0.00021683694417257612,-0.0020891456125224977,0.0025221165479792085,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N3,strong_history_increment,220001,64,0.15,Hnoise,HP,0.0270963214535184,0.018962790976115626,0.03416477776123962,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N3,strong_history_increment,220001,64,0.15,Hdup,HP,0.026879484509345825,0.01838670199640386,0.03441585508181887,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N3,history_copy,220001,64,0.15,H,HP,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,6.515932365172965e-18,R_SIM,1
N3,history_copy,220001,64,0.15,H,Hnoise,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N3,history_copy,220001,64,0.15,H,Hdup,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N3,history_copy,220001,64,0.15,Hnoise,HP,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N3,history_copy,220001,64,0.15,Hdup,HP,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N3,near_deterministic,220001,64,0.15,H,HP,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,R_SIM,1
N3,near_deterministic,220001,64,0.15,H,Hnoise,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N3,near_deterministic,220001,64,0.15,H,Hdup,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N3,near_deterministic,220001,64,0.15,Hnoise,HP,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N3,near_deterministic,220001,64,0.15,Hdup,HP,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N3,strong_history_increment_weak,220001,64,0.15,H,HP,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,0.005448706448356316,R_SIM,1
N3,strong_history_increment_weak,220001,64,0.15,H,Hnoise,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N3,strong_history_increment_weak,220001,64,0.15,H,Hdup,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N3,strong_history_increment_weak,220001,64,0.15,Hnoise,HP,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N3,strong_history_increment_weak,220001,64,0.15,Hdup,HP,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N3,strong_history_null,220002,64,0.15,H,HP,0.0,0.0,0.0,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,8.286249466409888e-18,R_SIM,2
N3,strong_history_null,220002,64,0.15,H,Hnoise,0.0,0.0,0.0,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N3,strong_history_null,220002,64,0.15,H,Hdup,-0.0026679797250709347,-0.005459088222583457,0.00043472623556053177,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N3,strong_history_null,220002,64,0.15,Hnoise,HP,0.0,0.0,0.0,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N3,strong_history_null,220002,64,0.15,Hdup,HP,0.0026679797250709347,-0.0004347262355605318,0.005459088222583456,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N3,strong_history_increment,220002,64,0.15,H,HP,0.036337795672126645,0.026944812950285363,0.04584327876479628,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,0.04908134363787197,R_SIM,2
N3,strong_history_increment,220002,64,0.15,H,Hnoise,0.0,0.0,0.0,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N3,strong_history_increment,220002,64,0.15,H,Hdup,-0.001339398885511332,-0.003995341393413144,0.0010999222262782903,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N3,strong_history_increment,220002,64,0.15,Hnoise,HP,0.036337795672126645,0.026944812950285363,0.04584327876479628,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N3,strong_history_increment,220002,64,0.15,Hdup,HP,0.037677194557637975,0.02774275254594868,0.04731700417620449,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N3,history_copy,220002,64,0.15,H,HP,-1.9682193352614046e-05,-0.0033273574664979574,0.003239867902469124,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,8.286249466409888e-18,R_SIM,2
N3,history_copy,220002,64,0.15,H,Hnoise,0.0,0.0,0.0,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N3,history_copy,220002,64,0.15,H,Hdup,-0.0026679797250709347,-0.005459088222583457,0.00043472623556053177,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N3,history_copy,220002,64,0.15,Hnoise,HP,-1.9682193352614046e-05,-0.0033273574664979574,0.003239867902469124,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N3,history_copy,220002,64,0.15,Hdup,HP,0.002648297531718321,0.0001774105610154143,0.004983445134643412,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N3,near_deterministic,220002,64,0.15,H,HP,0.0,0.0,0.0,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,R_SIM,2
N3,near_deterministic,220002,64,0.15,H,Hnoise,0.0,0.0,0.0,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N3,near_deterministic,220002,64,0.15,H,Hdup,0.0,0.0,0.0,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N3,near_deterministic,220002,64,0.15,Hnoise,HP,0.0,0.0,0.0,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N3,near_deterministic,220002,64,0.15,Hdup,HP,0.0,0.0,0.0,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N3,strong_history_increment_weak,220002,64,0.15,H,HP,0.00312818192312,0.0016250310872171297,0.004655141965934843,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,0.00612749585487457,R_SIM,2
N3,strong_history_increment_weak,220002,64,0.15,H,Hnoise,0.0,0.0,0.0,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N3,strong_history_increment_weak,220002,64,0.15,H,Hdup,-0.0009338026840488798,-0.0039425720149630925,0.0021988242339571057,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N3,strong_history_increment_weak,220002,64,0.15,Hnoise,HP,0.00312818192312,0.0016250310872171297,0.004655141965934843,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N3,strong_history_increment_weak,220002,64,0.15,Hdup,HP,0.00406198460716888,0.0011468584147374646,0.006868645785218226,12,4592,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,2
N3,strong_history_null,220003,64,0.15,H,HP,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,7.614042601755234e-18,R_SIM,3
N3,strong_history_null,220003,64,0.15,H,Hnoise,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N3,strong_history_null,220003,64,0.15,H,Hdup,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N3,strong_history_null,220003,64,0.15,Hnoise,HP,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N3,strong_history_null,220003,64,0.15,Hdup,HP,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N3,strong_history_increment,220003,64,0.15,H,HP,0.04308561745898012,0.033570386116598086,0.051276435241100815,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,0.050436871162106496,R_SIM,3
N3,strong_history_increment,220003,64,0.15,H,Hnoise,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N3,strong_history_increment,220003,64,0.15,H,Hdup,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N3,strong_history_increment,220003,64,0.15,Hnoise,HP,0.04308561745898012,0.033570386116598086,0.051276435241100815,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N3,strong_history_increment,220003,64,0.15,Hdup,HP,0.04308561745898012,0.033570386116598086,0.051276435241100815,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N3,history_copy,220003,64,0.15,H,HP,-0.0018500629919021062,-0.0034607791185682474,-7.93996383251163e-05,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,7.614042601755234e-18,R_SIM,3
N3,history_copy,220003,64,0.15,H,Hnoise,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N3,history_copy,220003,64,0.15,H,Hdup,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N3,history_copy,220003,64,0.15,Hnoise,HP,-0.0018500629919021062,-0.0034607791185682474,-7.93996383251163e-05,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N3,history_copy,220003,64,0.15,Hdup,HP,-0.0018500629919021062,-0.0034607791185682474,-7.93996383251163e-05,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N3,near_deterministic,220003,64,0.15,H,HP,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,R_SIM,3
N3,near_deterministic,220003,64,0.15,H,Hnoise,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N3,near_deterministic,220003,64,0.15,H,Hdup,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N3,near_deterministic,220003,64,0.15,Hnoise,HP,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N3,near_deterministic,220003,64,0.15,Hdup,HP,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N3,strong_history_increment_weak,220003,64,0.15,H,HP,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,0.0062992592854530715,R_SIM,3
N3,strong_history_increment_weak,220003,64,0.15,H,Hnoise,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N3,strong_history_increment_weak,220003,64,0.15,H,Hdup,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N3,strong_history_increment_weak,220003,64,0.15,Hnoise,HP,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N3,strong_history_increment_weak,220003,64,0.15,Hdup,HP,0.0,0.0,0.0,12,4986,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,3
N3,strong_history_null,220004,64,0.15,H,HP,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,6.019062590909806e-18,R_SIM,4
N3,strong_history_null,220004,64,0.15,H,Hnoise,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N3,strong_history_null,220004,64,0.15,H,Hdup,-0.0024435023486133467,-0.004350956162390321,-0.0008522794447344301,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N3,strong_history_null,220004,64,0.15,Hnoise,HP,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N3,strong_history_null,220004,64,0.15,Hdup,HP,0.0024435023486133467,0.0008522794447344301,0.0043509561623903195,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N3,strong_history_increment,220004,64,0.15,H,HP,0.025893809294982185,0.022473089072215124,0.03056683650252916,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,0.047118509329527596,R_SIM,4
N3,strong_history_increment,220004,64,0.15,H,Hnoise,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N3,strong_history_increment,220004,64,0.15,H,Hdup,-0.00170447064742645,-0.003963793084228988,0.0008644144051275203,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N3,strong_history_increment,220004,64,0.15,Hnoise,HP,0.025893809294982185,0.022473089072215124,0.03056683650252916,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N3,strong_history_increment,220004,64,0.15,Hdup,HP,0.027598279942408637,0.02333902619252602,0.03256249189471529,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N3,history_copy,220004,64,0.15,H,HP,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,6.019062590909806e-18,R_SIM,4
N3,history_copy,220004,64,0.15,H,Hnoise,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N3,history_copy,220004,64,0.15,H,Hdup,-0.0024435023486133467,-0.004350956162390321,-0.0008522794447344301,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N3,history_copy,220004,64,0.15,Hnoise,HP,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N3,history_copy,220004,64,0.15,Hdup,HP,0.0024435023486133467,0.0008522794447344301,0.0043509561623903195,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N3,near_deterministic,220004,64,0.15,H,HP,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,R_SIM,4
N3,near_deterministic,220004,64,0.15,H,Hnoise,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N3,near_deterministic,220004,64,0.15,H,Hdup,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N3,near_deterministic,220004,64,0.15,Hnoise,HP,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N3,near_deterministic,220004,64,0.15,Hdup,HP,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N3,strong_history_increment_weak,220004,64,0.15,H,HP,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,0.005814896843904594,R_SIM,4
N3,strong_history_increment_weak,220004,64,0.15,H,Hnoise,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N3,strong_history_increment_weak,220004,64,0.15,H,Hdup,-0.002610782402445444,-0.0048273245927214475,-0.0003320883085765263,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N3,strong_history_increment_weak,220004,64,0.15,Hnoise,HP,0.0,0.0,0.0,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N3,strong_history_increment_weak,220004,64,0.15,Hdup,HP,0.002610782402445444,0.00033208830857652617,0.0048273245927214475,12,4669,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,4
N3,strong_history_null,220005,64,0.15,H,HP,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,8.209263587359497e-18,R_SIM,0
N3,strong_history_null,220005,64,0.15,H,Hnoise,-0.0046704296838702515,-0.007524135828726197,-0.00190180816339162,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N3,strong_history_null,220005,64,0.15,H,Hdup,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N3,strong_history_null,220005,64,0.15,Hnoise,HP,0.0046704296838702515,0.0019018081633916193,0.0075241358287261965,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N3,strong_history_null,220005,64,0.15,Hdup,HP,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N3,strong_history_increment,220005,64,0.15,H,HP,0.028462987580961652,0.02407984238701644,0.03286988198977044,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,0.04722982392127278,R_SIM,0
N3,strong_history_increment,220005,64,0.15,H,Hnoise,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N3,strong_history_increment,220005,64,0.15,H,Hdup,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N3,strong_history_increment,220005,64,0.15,Hnoise,HP,0.028462987580961652,0.02407984238701644,0.03286988198977044,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N3,strong_history_increment,220005,64,0.15,Hdup,HP,0.028462987580961652,0.02407984238701644,0.03286988198977044,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N3,history_copy,220005,64,0.15,H,HP,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,8.209263587359497e-18,R_SIM,0
N3,history_copy,220005,64,0.15,H,Hnoise,-0.0046704296838702515,-0.007524135828726197,-0.00190180816339162,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N3,history_copy,220005,64,0.15,H,Hdup,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N3,history_copy,220005,64,0.15,Hnoise,HP,0.0046704296838702515,0.0019018081633916193,0.0075241358287261965,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N3,history_copy,220005,64,0.15,Hdup,HP,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N3,near_deterministic,220005,64,0.15,H,HP,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,0.0,R_SIM,0
N3,near_deterministic,220005,64,0.15,H,Hnoise,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N3,near_deterministic,220005,64,0.15,H,Hdup,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N3,near_deterministic,220005,64,0.15,Hnoise,HP,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N3,near_deterministic,220005,64,0.15,Hdup,HP,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N3,strong_history_increment_weak,220005,64,0.15,H,HP,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,0.005751973618105022,R_SIM,0
N3,strong_history_increment_weak,220005,64,0.15,H,Hnoise,-0.004240190785342143,-0.007026128179441274,-0.0013163325358600758,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N3,strong_history_increment_weak,220005,64,0.15,H,Hdup,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N3,strong_history_increment_weak,220005,64,0.15,Hnoise,HP,0.004240190785342143,0.0013163325358600756,0.007026128179441273,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N3,strong_history_increment_weak,220005,64,0.15,Hdup,HP,0.0,0.0,0.0,12,5446,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,0
N3,strong_history_null,220006,64,0.15,H,HP,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,7.441713993332342e-18,R_SIM,1
N3,strong_history_null,220006,64,0.15,H,Hnoise,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N3,strong_history_null,220006,64,0.15,H,Hdup,-0.0010929289504107477,-0.007126807340372532,0.00398672764177063,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N3,strong_history_null,220006,64,0.15,Hnoise,HP,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N3,strong_history_null,220006,64,0.15,Hdup,HP,0.0010929289504107477,-0.00398672764177063,0.007126807340372528,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N3,strong_history_increment,220006,64,0.15,H,HP,0.024737766927082686,0.018279838231266828,0.030501483835053307,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,0.046193380401452835,R_SIM,1
N3,strong_history_increment,220006,64,0.15,H,Hnoise,0.0,0.0,0.0,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N3,strong_history_increment,220006,64,0.15,H,Hdup,0.0007562159535007366,-0.004162193048675877,0.004923728565732694,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N3,strong_history_increment,220006,64,0.15,Hnoise,HP,0.024737766927082686,0.018279838231266828,0.030501483835053307,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
N3,strong_history_increment,220006,64,0.15,Hdup,HP,0.023981550973581952,0.014117132069072027,0.03380103994080095,12,4834,bits_per_trial,fixed_predictions_identity_bootstrap,,R_SIM,1
