seed,child,n,auc_base,peak_time_s,peak_drop,pre_drop_mean
11,43,903,0.5250375483334931,0.24,0.021063017288211472,0.005208832646278787
11,1,51,0.5178571428571428,0.12,0.12012987012987009,0.009199134199134151
11,7,94,0.5598214285714286,0.39999999999999997,0.05982142857142858,0.002678571428571493
11,15,735,0.5279836353009937,0.36000000000000004,0.016937463471654146,0.009396064679524724
11,28,929,0.5077205936213539,0.27999999999999997,0.019004819877232237,0.006090161492745716
11,30,863,0.4665646368705557,0.36000000000000004,0.009212523233804504,0.004166453512496486
11,33,943,0.5061598314151402,0.12,0.013690765656238169,-0.006878028133499026
11,34,742,0.5566329203237084,0.39999999999999997,0.013908339658545543,-0.0039118318883341234
11,38,757,0.5266267872775022,0.24,0.013735462086789774,-0.0024186432670528966
22,4,991,0.5570708922507931,0.32,0.025494587830190096,0.0019375674196410915
22,6,938,0.533432077867118,0.44,0.029434274857960907,0.004758646149413274
22,8,154,0.44249311294765836,0.08000000000000002,0.04648760330578505,-0.02023071625344357
22,16,842,0.5737598028635154,0.24,0.05737822864954312,0.010434653572199434
22,21,813,0.5082444549315714,0.44,0.010486078338839078,0.007128362435110854
22,25,354,0.4824284511784512,0.27999999999999997,0.0210700757575758,-0.0037133487654321027
22,29,319,0.4925630726747835,0.24,0.04898330613781854,-0.002170411279862764
22,36,460,0.4615563984579032,0.12,0.004819052356672016,-0.0032308377896613782
22,42,573,0.536808568329718,0.44,0.016462658816237985,0.007224202045243248
22,1,51,0.5357142857142857,0.39999999999999997,0.0649350649350649,0.018398268398268414
22,2,933,0.47982795892631963,0.36000000000000004,0.036578994775716134,-0.0005291839308232312
22,3,950,0.5360439733845304,0.36000000000000004,0.01885262428880774,0.004018766419155588
22,9,798,0.4194385948119077,0.08000000000000002,0.17041375514501772,-0.009086539995533013
22,18,421,0.3921568627450981,0.32,0.06766456582633057,-0.0042366946778710874
22,27,694,0.5027519689682738,0.24,0.021386730267727305,-0.008664334045350644
22,28,929,0.45177192751139045,0.32,0.006153034764646459,-0.010162884503630778
22,32,937,0.41727964489537095,0.12,0.0056682871838230064,-0.011330702928673766
22,39,836,0.5715492902708986,0.24,0.05549368424137624,0.0006944240920384037
22,0,937,0.5751120059494658,0.27999999999999997,0.024378298960657352,0.013551812954598952
22,10,2092,0.4899710082680125,0.48000000000000004,0.008368230788503517,0.00411730317238751
22,11,2227,0.5135567544072716,0.08000000000000002,0.010394001764186922,0.006420319684321348
22,14,161,0.5465648854961832,0.12,0.043893129770992245,0.010771840542832922
22,23,1263,0.4495103962665111,0.12,0.013831826326096919,0.0017913940858647153
22,34,742,0.5344073721683539,0.36000000000000004,0.016532857249762056,0.00645706160934767
22,37,961,0.49282878239063804,0.2,0.01960504318751738,-0.010053287823906446
22,38,757,0.49025595064404515,0.48000000000000004,0.01606986535495425,-8.858226687236126e-05
22,43,903,0.49123206467900166,0.24,0.024354488224203552,-0.00014979388361613388
22,5,715,0.535252968199988,0.36000000000000004,0.014826084362508207,0.0014890718533102643
22,13,815,0.5326884715269675,0.24,0.009950506229064016,0.0007119826364058538
22,17,282,0.514158462259728,0.08000000000000002,0.03586497890295359,0.007133927176121231
22,20,48,0.55625,0.44,0.034375000000000044,-0.02161458333333331
22,31,872,0.49427643152339507,0.52,0.009254505205922192,-0.003583543057227282
22,33,943,0.5168179607715999,0.27999999999999997,0.023737639811962974,-0.005248577114965514
22,35,682,0.49061809415388735,0.44,0.016393223063014828,0.0005413067255965557
22,40,945,0.5065109794353433,0.08000000000000002,0.02373997908678982,0.0036656210061577488
22,41,120,0.6979847494553377,0.2,0.061002178649237626,0.011483297022512717
22,7,94,0.5785714285714285,0.36000000000000004,0.09017857142857133,0.013839285714285684
22,12,921,0.5364801486637956,0.27999999999999997,0.025499970503215064,0.0014416553595657338
22,15,735,0.5366101694915254,0.39999999999999997,0.042261835184102814,0.006077342684589926
22,19,964,0.6188102382097356,0.24,0.0861673089818007,0.0012202858697443382
22,22,705,0.557421430786726,0.24,0.05376434405044983,0.0017553154829595037
22,24,608,0.43987615207373276,0.08000000000000002,0.09235491071428575,0.009416102630568393
22,26,632,0.704890193233529,0.24,0.09413539537030924,0.009576491019806973
22,30,863,0.5211022628446703,0.44,0.010764285592483325,0.0026878740855686054
33,3,950,0.5170905329230553,0.39999999999999997,0.042202526540953245,0.00698992130494112
33,4,991,0.5442139999043505,0.36000000000000004,0.030707487764829677,0.0020617789751683677
33,9,798,0.9801916818225328,0.24,0.12348640758112384,0.00287064069429821
33,16,842,0.5724062882221743,0.27999999999999997,0.024664544211813855,0.007180522579562143
33,19,964,0.5245863332497985,0.27999999999999997,0.04786545924967661,-0.005527974009378489
33,24,608,0.8163702476958525,0.24,0.24029737903225812,0.022787958429339488
33,32,937,0.5042027760163461,0.27999999999999997,0.03077573451701543,-0.007206017050658764
33,33,943,0.5572722483384666,0.27999999999999997,0.03920138326038791,0.0019401442697358033
33,41,120,0.5024509803921569,0.15999999999999998,0.09940087145969495,-0.015795206971677595
33,0,937,0.49568754421287475,0.24,0.013749070395965957,0.004133336961056351
33,1,51,0.4545454545454546,0.08000000000000002,0.09253246753246758,0.04788961038961045
33,5,715,0.49870980251774955,0.27999999999999997,0.01816717379631283,-0.00036791758646062545
33,6,938,0.5443630077164802,0.24,0.028097171824492895,0.000501976391352558
33,7,94,0.3973214285714286,0.44,0.01874999999999999,0.015997023809523846
33,15,735,0.5274751607247223,0.36000000000000004,0.011975452951490273,0.010682836547827701
33,35,682,0.5691890443983125,0.24,0.07299939730797572,-0.0023203642938457447
33,37,961,0.47289983282251324,0.36000000000000004,0.018246726107550792,-0.006510634345685884
33,39,836,0.5208717993806355,0.24,0.02629368033371432,0.002902253092751587
33,2,933,0.47041073680417933,0.39999999999999997,0.021811385335975375,0.006886897255749628
33,8,154,0.44404269972451793,0.2,0.04338842975206614,-0.00462006427915516
33,13,815,0.5082050509992849,0.08000000000000002,0.01922353118295761,-0.0010899293663040506
33,17,282,0.486544772620722,0.44,0.0367088607594937,0.007493358337240176
33,25,354,0.4697232744107744,0.15999999999999998,0.03566919191919188,-0.00046910072951741877
33,28,929,0.5075667677522377,0.39999999999999997,0.02717956606454819,0.002117547380809326
33,29,319,0.5867641521275261,0.24,0.07891929207982928,0.00019350654784322519
33,31,872,0.5459063859873576,0.2,0.029110237612261836,-0.00466021923511802
33,34,742,0.5752183534492896,0.24,0.05493847617622216,0.0042806541160204286
33,10,2092,0.4916969111278141,0.24,0.01486667382511897,-0.0023531025925529006
33,14,161,0.4122137404580153,0.52,0.022010178117048362,0.00036047497879559964
33,18,421,0.49308473389355745,0.52,0.012675070028011215,-0.013494981325863659
33,23,1263,0.5711175465644401,0.36000000000000004,0.04418309096212336,0.00019028570634884354
33,26,632,0.5879855569478335,0.2,0.2997592824638923,-0.009730374376222872
33,27,694,0.5721540054253103,0.24,0.06818330734251532,-0.008283208184268365
33,38,757,0.4786829380132561,0.24,0.020431239318020822,-0.002039997498853585
33,40,945,0.48411641686998946,0.2,0.017466016033461096,-0.001697455559428444
33,42,573,0.49681399132321047,0.24,0.010749147815308335,-0.007771343352959333
33,11,2227,0.49809518939442365,0.32,0.012973805658182402,-0.002585450144671847
33,12,921,0.5383531945017993,0.48000000000000004,0.015695976638546383,0.00027345977621769563
33,20,48,0.34375,0.32,0.04999999999999999,-0.013541666666666655
33,21,813,0.5851297781972629,0.36000000000000004,0.06172722982538936,0.0059304703476482645
33,22,705,0.5385480202625865,0.24,0.06822469761190936,-0.0006332058306626939
33,30,863,0.5599901096465051,0.36000000000000004,0.028656446634721888,0.008450852332475
33,36,460,0.48039733863947265,0.2,0.03657816192015917,0.0010726277826140496
33,43,903,0.5049611734253667,0.32,0.012606653245134714,0.005029745736533244
