clinical_coefficient_norm,clinical_intercept,clinical_solves,eeg_output_abs_max,final_gradient_norm,final_mse,final_neural_term,final_objective,final_ridge_term,initial_objective,model,nonfinite,outer_fold,seed,status,steps_run
0.26731368278186113,0.8246233803058559,401,0.0112507580651331,0.13070955282711644,0.001064449167448091,0.08528304837931722,0.08652178194921019,0.00017428440244488165,0.8291358178464575,M3s,False,0,11,OPTIMIZATION_BUDGET_COMPLETE,400
0.2664424132007953,0.8234588318191116,401,0.015060781649847203,0.14827075654605906,0.001026951141786987,0.10980860382623986,0.11100870511327626,0.00017315014524942282,0.852694141106605,M3s,False,0,23,OPTIMIZATION_BUDGET_COMPLETE,400
0.26727388622618287,0.8245688001909838,401,0.010902612439553275,0.1307106835789595,0.0010664278039800806,0.08528117655629394,0.0865218368730995,0.0001742325128254794,0.8291358178464575,M4s,False,0,11,OPTIMIZATION_BUDGET_COMPLETE,400
0.26636287635342515,0.8237505194460847,401,0.01481836472392441,0.14827199828517265,0.0010301375010118915,0.10980531033117076,0.11100849461730282,0.0001730467851201709,0.852694141106605,M4s,False,0,23,OPTIMIZATION_BUDGET_COMPLETE,400
1.0282728108205827,0.7997136871000857,401,0.0669132896086931,0.12993463834840085,0.0028235363156596032,0.0866789967918853,0.08976042212546512,0.00025788901792021026,0.8326566498247749,M3s,False,1,11,OPTIMIZATION_BUDGET_COMPLETE,400
1.0274838123497516,0.801549971071598,401,0.06987949283177791,0.14755958577102232,0.002809950375318102,0.111040181595437,0.1141076253816431,0.0002574934108879951,0.8562149730849224,M3s,False,1,23,OPTIMIZATION_BUDGET_COMPLETE,400
1.0356915521743457,0.7984525556052058,401,0.0672228292244373,0.12994272503074208,0.0028386852158056998,0.08666061886252661,0.08976092773473361,0.00026162365640129405,0.8326566498247749,M4s,False,1,11,OPTIMIZATION_BUDGET_COMPLETE,400
1.0382831457342239,0.7980400539914452,401,0.07153770364383719,0.1475626619664029,0.0028221808213115484,0.11101582768839094,0.11410094311719414,0.0002629346074916477,0.8562149730849224,M4s,False,1,23,OPTIMIZATION_BUDGET_COMPLETE,400
0.19093782630557782,0.788627306961556,401,0.035554147863233035,0.13034203343013884,0.0022923778079188776,0.08599011505538506,0.08915052270888249,0.0008680298455785478,0.8317821745518545,M3s,False,2,11,OPTIMIZATION_BUDGET_COMPLETE,400
0.18991936897396092,0.7863926351720399,401,0.038326714428392666,0.14795404516141283,0.0023284286360648727,0.11034935917489817,0.11353658225647417,0.000858794445511131,0.855340497812002,M3s,False,2,23,OPTIMIZATION_BUDGET_COMPLETE,400
0.19121592710812663,0.7886620341770902,401,0.035159197131708675,0.1303531645930833,0.002314597583223231,0.08596840996170435,0.08915356780158998,0.0008705602566623903,0.8317821745518545,M4s,False,2,11,OPTIMIZATION_BUDGET_COMPLETE,400
0.1901096806251717,0.7868021269970784,401,0.03563178599888321,0.14796263853841815,0.002352924950886174,0.11032688678806175,0.11354032818340995,0.0008605164444620186,0.855340497812002,M4s,False,2,23,OPTIMIZATION_BUDGET_COMPLETE,400
0.19920258148201866,0.771840457236313,401,0.05178594502678453,0.13019737589978037,0.0023768770012959316,0.08619492428724124,0.08951660291875384,0.0009448016302166735,0.8323470393559047,M3s,False,3,11,OPTIMIZATION_BUDGET_COMPLETE,400
0.19990679479922954,0.7735337897145999,401,0.054304292996009716,0.14784508084162692,0.0024084229435891186,0.11055655825608504,0.11391647469031467,0.0009514934906405064,0.8559053626160522,M3s,False,3,23,OPTIMIZATION_BUDGET_COMPLETE,400
0.1993048971570365,0.772384734527991,401,0.050839909925415164,0.13020303515073878,0.002393000923450702,0.08618210839926627,0.08952088175202118,0.0009457724293042119,0.8323470393559047,M4s,False,3,11,OPTIMIZATION_BUDGET_COMPLETE,400
0.1998552900862778,0.7736265142393963,401,0.05382600990363871,0.14784797109735112,0.0024229187713435407,0.11054972895878723,0.11392365099145149,0.0009510032613207203,0.8559053626160522,M4s,False,3,23,OPTIMIZATION_BUDGET_COMPLETE,400
0.41036062781206833,0.8196310641440515,401,0.018576178384522312,0.13058238687407236,0.0018044638089009725,0.08555174004844628,0.08775714634510515,0.00040094248775789245,0.8303444047392805,M3s,False,4,11,OPTIMIZATION_BUDGET_COMPLETE,400
0.4104216370340845,0.8215908440194849,401,0.021626057523090603,0.14815697552451337,0.0017961612046865204,0.10999674188681219,0.11219396480613142,0.00040106171463270916,0.853902727999428,M3s,False,4,23,OPTIMIZATION_BUDGET_COMPLETE,400
0.41127731168364956,0.819839076880377,401,0.017562316874569252,0.13059188771472036,0.0018209337829751735,0.0855320240882352,0.08775569365003354,0.00040273577882316626,0.8303444047392805,M4s,False,4,11,OPTIMIZATION_BUDGET_COMPLETE,400
0.4113131947578451,0.8211298376872904,401,0.0203185745082718,0.14816688651843402,0.0018151564824203375,0.10997650127141623,0.11219446381141253,0.00040280605757596425,0.853902727999428,M4s,False,4,23,OPTIMIZATION_BUDGET_COMPLETE,400
