seed,child,n,auc_base,peak_time_s,peak_drop,pre_drop_mean
11,7,558,0.40468341480050024,0.27999999999999997,0.029657837899283945,-0.0008790875677313811
11,12,981,0.5546444150434247,0.15999999999999998,0.03486094918717808,0.006728212316116218
11,14,984,0.5205811293597552,0.32,0.024860564936900698,0.003133540665347175
11,21,874,0.5856978653530378,0.27999999999999997,0.06369458128078831,0.0035447454844007207
11,23,988,0.5673223350253807,0.27999999999999997,0.08704631979695421,0.010116328257191146
11,24,1831,0.4970197131613794,0.27999999999999997,0.0469740204032153,0.002113834026495611
11,29,438,0.5807775087436104,0.15999999999999998,0.08397228948076402,0.002567034346695326
11,30,988,0.6068973926213044,0.15999999999999998,0.058414138756441414,-0.004802868993606139
11,33,970,0.5180713652216242,0.08000000000000002,0.017471209181053604,0.0025078742695322695
11,37,739,0.5094282837568673,0.12,0.01986341847790396,0.004395852941390971
11,42,980,0.5258977991133496,0.15999999999999998,0.02546824584874474,-0.0042578237716744405
11,48,766,0.6003431708991077,0.15999999999999998,0.0488886542421203,-0.006354821111169806
11,49,994,0.5575354201831109,0.15999999999999998,0.032079561147767444,0.008336103865104971
11,57,998,0.6094423558897243,0.27999999999999997,0.05222431077694234,0.005364974937343299
11,66,865,0.6162898550724638,0.27999999999999997,0.04067494824016571,0.004690821256038684
11,5,995,0.5433427672955975,0.15999999999999998,0.027503144654088096,0.003496855345911968
11,8,966,0.5521567062423094,0.27999999999999997,0.028171871362532852,0.0017105102708215674
11,10,991,0.6506903842969416,0.15999999999999998,0.1102990816105569,-0.0022673137427236347
11,11,892,0.5249342207088686,0.08000000000000002,0.016820151679306616,0.011533947273383935
11,20,1811,0.5427935353076034,0.15999999999999998,0.025005210405653844,-0.0001656277433575067
11,25,1776,0.5936204304478556,0.27999999999999997,0.0589007358759297,0.00654392177032224
11,27,991,0.47417009288868583,0.32,0.009809146743820163,-0.0019203762922356167
11,40,780,0.5328722580645161,0.32,0.027628387096774176,0.0012576344086021225
11,43,977,0.5668192675159236,0.15999999999999998,0.02935907643312108,0.004768776539278134
11,45,1944,0.5591008310540712,0.15999999999999998,0.029757521565327183,0.0041870485307525795
11,50,737,0.6058473725060494,0.15999999999999998,0.0475733917728165,0.0006182562510462045
11,56,996,0.5679679648241206,0.27999999999999997,0.057785804020100584,-0.003856783919597965
11,58,969,0.5715331610680447,0.32,0.035347512091698174,0.007782857395260449
11,62,922,0.6248346275524879,0.27999999999999997,0.06914725337935013,0.0018376713642029308
11,69,969,0.5375457266378451,0.15999999999999998,0.038200864649151955,0.008185899567675422
11,4,1934,0.5554080310880829,0.2,0.019802876311943662,0.00348163278862762
11,6,772,0.5615621895749464,0.27999999999999997,0.04208710200240495,0.003229291925898825
11,9,459,0.5162393162393162,0.27999999999999997,0.022073578595317667,0.0006936702588875576
11,16,978,0.5655605670103093,0.15999999999999998,0.0414146328634547,0.008604214881829072
11,31,1776,0.5729747945802897,0.27999999999999997,0.03303664350635849,-0.000950035186488396
11,32,1000,0.687403125,0.15999999999999998,0.09676562499999997,-0.0001531249999999947
11,46,867,0.5306420312780288,0.32,0.031147567717421498,0.003387230040823456
11,47,999,0.507988110137672,0.27999999999999997,0.029496245306633195,-0.002040571547768155
11,55,655,0.5337757123710739,0.08000000000000002,0.0257633587786259,-0.005452042421770349
11,59,1837,0.5729467136408676,0.15999999999999998,0.06984935226980815,0.008059470072296218
11,63,944,0.5126131153794531,0.15999999999999998,0.0497036571323618,-0.008906769144549872
11,65,985,0.6439453477286197,0.15999999999999998,0.057035739132675456,0.008953034948937991
11,67,996,0.4981312814070351,0.15999999999999998,0.026215452261306504,0.002345582077051813
11,68,721,0.6939782042861661,0.27999999999999997,0.10751903476124458,0.005877666690992285
11,70,791,0.5274686451157039,0.44,0.012404561424169236,0.006628360386530289
11,0,871,0.6196064445749769,0.15999999999999998,0.05960392716287655,0.001825123772761635
11,1,1972,0.5294306871771116,0.27999999999999997,0.019492321450399808,0.004856058022856528
11,2,847,0.526675279931094,0.27999999999999997,0.059651162790697765,-0.008702985931668036
11,3,992,0.6265425031168105,0.15999999999999998,0.11324199170546778,0.005648423784443968
11,19,993,0.6577049180327869,0.15999999999999998,0.07050756620428744,0.0008617065994114825
