model,seed,fold,child,n_records,n,n_class1,auc,bacc,ce_bal_bits,j_bits
film_age,11,0,2,1,847,172,0.5079974160206718,0.5184409991386736,1.0039846897125244,-0.003984689712524414
film_age,11,0,17,1,740,143,0.4313584238207354,0.45537126190392524,1.0191926956176758,-0.01919269561767578
film_age,11,0,25,2,1776,356,0.5852903940496914,0.5775597404652635,0.987697958946228,0.012302041053771973
film_age,11,0,27,1,991,199,0.4673366834170854,0.48619359423379527,1.0138905048370361,-0.013890504837036133
film_age,11,0,31,2,1776,355,0.5689169499757164,0.5586266366672944,0.9920928478240967,0.00790715217590332
film_age,11,0,32,1,1000,200,0.6768687499999999,0.63,0.9628146886825562,0.03718531131744385
film_age,11,0,51,2,1989,397,0.587525948381707,0.566444470463147,0.9877356886863708,0.01226431131362915
film_age,11,0,55,1,655,131,0.5084348231455043,0.5143129770992366,1.0056977272033691,-0.005697727203369141
film_age,11,0,61,1,932,186,0.5405820288852374,0.5135129291706305,0.996404230594635,0.0035957694053649902
film_age,11,0,62,1,922,190,0.623867558239862,0.5888121944204774,0.9752371311187744,0.024762868881225586
film_age,11,0,66,1,865,175,0.6345051759834368,0.5831055900621118,0.9711571931838989,0.028842806816101074
film_age,11,0,69,1,969,194,0.544107083471899,0.5357998004655803,1.0020149946212769,-0.0020149946212768555
film_age,11,1,7,1,558,95,0.47545754234398085,0.4846993293168126,1.0138455629348755,-0.013845562934875488
film_age,11,1,11,1,892,182,0.5285482123510292,0.5268921219625444,1.0055856704711914,-0.005585670471191406
film_age,11,1,23,1,988,200,0.5791878172588832,0.5621700507614213,0.9882440567016602,0.011755943298339844
film_age,11,1,28,1,526,106,0.4666891284815813,0.48739892183288414,1.016501545906067,-0.016501545906066895
film_age,11,1,40,1,780,155,0.545981935483871,0.5278967741935484,0.9992861151695251,0.0007138848304748535
film_age,11,1,54,1,985,196,0.5193411965546675,0.5238612555288276,1.0083038806915283,-0.00830388069152832
film_age,11,1,57,1,998,200,0.5912374686716793,0.5600814536340852,0.9845957159996033,0.015404284000396729
film_age,11,1,59,2,1837,372,0.5595526441337297,0.5396381518587838,0.9928624629974365,0.0071375370025634766
film_age,11,1,60,1,598,90,0.5277340332458442,0.494925634295713,1.0036414861679077,-0.003641486167907715
film_age,11,1,65,1,985,197,0.6145256254992398,0.5977157360406091,0.9775856137275696,0.02241438627243042
film_age,11,1,71,1,951,190,0.5084169029670103,0.509582267100076,1.0101659297943115,-0.010165929794311523
film_age,11,1,72,1,711,148,0.5298533435744803,0.5130514617637175,1.0013891458511353,-0.001389145851135254
film_age,11,2,0,1,871,170,0.6276621632961317,0.5877108332634052,0.9688308835029602,0.031169116497039795
film_age,11,2,6,1,772,155,0.5396455272651226,0.5130653003607466,1.0079071521759033,-0.00790715217590332
film_age,11,2,13,1,993,200,0.5934552332912988,0.5684237074401008,0.9844146966934204,0.01558530330657959
film_age,11,2,24,2,1831,366,0.4630317611294503,0.4838033159887354,1.0194495916366577,-0.019449591636657715
film_age,11,2,29,1,438,84,0.5410108958837772,0.5153349475383374,0.9947993755340576,0.005200624465942383
film_age,11,2,39,1,994,197,0.5028310479017126,0.5062289422899324,1.0072686672210693,-0.007268667221069336
film_age,11,2,41,1,990,198,0.49171959493929196,0.5220959595959596,1.0155161619186401,-0.015516161918640137
film_age,11,2,46,1,867,178,0.5358482412224197,0.5213833760049575,0.9964930415153503,0.003506958484649658
film_age,11,2,47,1,999,200,0.5004443053817271,0.48716207759699626,1.0081427097320557,-0.008142709732055664
film_age,11,2,48,1,766,155,0.635019270365873,0.5852647695475424,0.9771941900253296,0.02280580997467041
film_age,11,2,56,1,996,200,0.5557726130653265,0.5575502512562813,0.9948292970657349,0.005170702934265137
film_age,11,3,4,2,1934,390,0.5623123422346221,0.540891125282317,0.9913198947906494,0.008680105209350586
film_age,11,3,8,1,966,195,0.5770993381888324,0.5629851341913599,0.9884855151176453,0.011514484882354736
film_age,11,3,14,1,984,198,0.5118937466265711,0.5022553782095767,1.0070494413375854,-0.007049441337585449
film_age,11,3,18,1,935,185,0.5629909909909909,0.5193513513513514,0.9887176752090454,0.01128232479095459
film_age,11,3,30,1,988,197,0.6361862835067094,0.613622799643194,0.973642885684967,0.02635711431503296
film_age,11,3,36,1,885,174,0.4999474594629549,0.49015471167369906,1.0110812187194824,-0.011081218719482422
film_age,11,3,42,1,980,194,0.5159754466042339,0.518710159754466,1.0022077560424805,-0.0022077560424804688
film_age,11,3,49,1,994,196,0.5334285970027108,0.5261367704976727,0.999840497970581,0.0001595020294189453
film_age,11,3,50,1,737,149,0.5956033420079441,0.5762509701867324,0.983359694480896,0.016640305519104004
film_age,11,3,63,1,944,187,0.4929852570306374,0.5043656708510232,1.0170997381210327,-0.017099738121032715
film_age,11,3,70,1,791,162,0.5580924061316218,0.5270024926887672,0.9891213178634644,0.010878682136535645
film_age,11,4,5,1,995,200,0.5308867924528301,0.522122641509434,1.0012280941009521,-0.0012280941009521484
film_age,11,4,9,1,459,69,0.4829617242660721,0.4890746934225195,1.0265357494354248,-0.026535749435424805
film_age,11,4,22,2,993,190,0.5341712001048698,0.5208592777085927,1.0010383129119873,-0.0010383129119873047
film_age,11,4,26,1,965,195,0.4376023976023976,0.4707126207126207,1.0310776233673096,-0.03107762336730957
film_age,11,4,33,1,970,193,0.4887270690379498,0.5001967178132981,1.0163458585739136,-0.016345858573913574
film_age,11,4,35,1,969,195,0.5464685615848407,0.5341482806599086,0.9952951669692993,0.004704833030700684
film_age,11,4,37,1,739,157,0.5219154245190097,0.5071902291680347,1.0004380941390991,-0.0004380941390991211
film_age,11,4,43,1,977,192,0.589215100849257,0.5479597929936306,0.9825685024261475,0.01743149757385254
film_age,11,4,52,1,991,198,0.5920714076451781,0.5539251276956195,0.9821772575378418,0.017822742462158203
film_age,11,4,53,1,978,197,0.5079879368504521,0.49031568274436654,1.0192697048187256,-0.019269704818725586
film_age,11,4,64,1,981,197,0.6106780275562002,0.5655398580752098,0.9755014181137085,0.024498581886291504
film_age,22,0,0,1,871,170,0.635986405974658,0.6079466308634723,0.9693610072135925,0.03063899278640747
film_age,22,0,8,1,966,195,0.5673949915195051,0.5504240247430909,0.9913310408592224,0.008668959140777588
film_age,22,0,11,1,892,182,0.5411197956972605,0.5514858381055565,1.0068252086639404,-0.00682520866394043
film_age,22,0,28,1,526,106,0.4827044025157232,0.49326145552560646,1.013007640838623,-0.013007640838623047
film_age,22,0,32,1,1000,200,0.6649593749999999,0.6275,0.9628777503967285,0.037122249603271484
film_age,22,0,33,1,970,193,0.4865865124932482,0.49303485572915623,1.0156235694885254,-0.01562356948852539
film_age,22,0,52,1,991,198,0.5403276140981059,0.5280484542779624,0.9964251518249512,0.003574848175048828
film_age,22,0,57,1,998,200,0.6278665413533835,0.6025877192982456,0.981581449508667,0.018418550491333008
film_age,22,0,62,1,922,190,0.6241407822835778,0.5918248490077653,0.9728926420211792,0.0271073579788208
film_age,22,0,70,1,791,162,0.5756884335315707,0.56235647412118,0.991552472114563,0.008447527885437012
film_age,22,0,71,1,951,190,0.5108167923092883,0.5154989971643958,1.0088863372802734,-0.008886337280273438
film_age,22,0,72,1,711,148,0.5150256828764821,0.5301353751620181,1.0069639682769775,-0.006963968276977539
film_age,22,1,4,2,1934,390,0.5620499535007307,0.5350803773083566,0.9895549416542053,0.010445058345794678
film_age,22,1,6,1,772,155,0.5514142311915093,0.5173367490981335,1.0033982992172241,-0.003398299217224121
film_age,22,1,9,1,459,69,0.49123002601263466,0.489520624303233,1.016408920288086,-0.016408920288085938
film_age,22,1,13,1,993,200,0.5808448928121059,0.5631462799495587,0.9905322194099426,0.009467780590057373
film_age,22,1,22,2,993,190,0.5183456773939831,0.5150553844137118,1.0043323040008545,-0.004332304000854492
film_age,22,1,24,2,1831,366,0.4796909677539678,0.4830806244055279,1.0184388160705566,-0.01843881607055664
film_age,22,1,29,1,438,84,0.5040018832391714,0.5138216303470541,1.0124638080596924,-0.012463808059692383
film_age,22,1,30,1,988,197,0.5791711320887908,0.569249873256881,0.9909769892692566,0.009023010730743408
film_age,22,1,39,1,994,197,0.48944646485233323,0.4846441923711379,1.0088560581207275,-0.008856058120727539
film_age,22,1,50,1,737,149,0.5302584120896681,0.5159681322193307,0.9988397359848022,0.001160264015197754
film_age,22,1,53,1,978,197,0.5137237824733356,0.512449872284004,1.0144472122192383,-0.014447212219238281
film_age,22,1,64,1,981,197,0.6292311975551641,0.597961773541904,0.9712817668914795,0.028718233108520508
film_age,22,2,5,1,995,200,0.554188679245283,0.5467295597484276,0.9954860210418701,0.004513978958129883
film_age,22,2,14,1,984,198,0.5435654252448145,0.5361438815637289,0.9984049797058105,0.0015950202941894531
film_age,22,2,25,2,1776,356,0.5913277417312865,0.5586683019465105,0.9840238690376282,0.015976130962371826
film_age,22,2,31,2,1776,355,0.5613285625080532,0.546988333944554,0.9935497045516968,0.006450295448303223
film_age,22,2,37,1,739,157,0.5189058156587213,0.5000656641933154,1.0005741119384766,-0.0005741119384765625
film_age,22,2,41,1,990,198,0.4818991684521987,0.4974747474747475,1.0212390422821045,-0.021239042282104492
film_age,22,2,42,1,980,194,0.5100403976810681,0.5091353846960993,1.0032017230987549,-0.003201723098754883
film_age,22,2,47,1,999,200,0.5035356695869837,0.5247027534418023,1.0112245082855225,-0.011224508285522461
film_age,22,2,51,2,1989,397,0.5927441046542536,0.5578822956090275,0.9838994741439819,0.016100525856018066
film_age,22,2,60,1,598,90,0.529232283464567,0.5252405949256342,1.0024348497390747,-0.002434849739074707
film_age,22,2,66,1,865,175,0.6233498964803312,0.5740579710144927,0.969674825668335,0.03032517433166504
