partition,metric,window_centre_s,children,spearman_block0_block1,mean_abs_diff,between_child_sd
early_late_halves,bacc,-0.16,33,-0.3335561497326203,0.04377775650760673,0.017458913006857465
early_late_halves,bacc,-0.14,33,-0.0250668449197861,0.03834420943474204,0.025926582881832687
early_late_halves,bacc,-0.12000000000000001,33,0.3753342245989305,0.028991410583289492,0.024701338328138957
early_late_halves,bacc,-0.1,33,0.2827540106951872,0.029514783070687636,0.024903087507302846
early_late_halves,bacc,-0.08000000000000002,33,0.056149732620320865,0.033985883030332426,0.021798570431541976
early_late_halves,bacc,-0.06,33,0.04194869238344465,0.04346760614783435,0.025742356099351438
early_late_halves,bacc,-0.04000000000000001,33,-0.09024064171122995,0.04911448296248876,0.025522408481852332
early_late_halves,bacc,-0.020000000000000018,33,0.09558823529411765,0.03627618271659272,0.02581356888546503
early_late_halves,bacc,0.0,33,-0.01002673796791444,0.04192876566218499,0.026889170082973562
early_late_halves,bacc,0.01999999999999999,33,-0.10995989304812835,0.04567651321910241,0.026502194913432378
early_late_halves,bacc,0.03999999999999998,33,-0.13135026737967917,0.04305988646834635,0.025190995231211065
early_late_halves,bacc,0.06,33,0.04679144385026738,0.04216445864195948,0.029522299240467995
early_late_halves,bacc,0.08000000000000002,33,0.0822192513368984,0.035153970334240336,0.02334055150845436
early_late_halves,bacc,0.09999999999999998,33,0.26370320855614976,0.031651480216847605,0.02539796740497553
early_late_halves,bacc,0.12,33,0.25066844919786097,0.03878616383154114,0.030083481809929574
early_late_halves,bacc,0.14,33,0.330548128342246,0.035591637652589846,0.03333363302375451
early_late_halves,bacc,0.15999999999999998,33,0.3422459893048128,0.03682141780862691,0.03610371930912353
early_late_halves,bacc,0.18,33,0.3058155080213904,0.037411791757917284,0.036120466275588146
early_late_halves,bacc,0.2,33,0.24866310160427807,0.041522160497421745,0.034044039951655225
early_late_halves,bacc,0.21999999999999997,33,0.241644385026738,0.032135320371718644,0.027503858748418913
early_late_halves,bacc,0.24,33,0.3211898395721925,0.033726157063380335,0.02886614862051987
early_late_halves,bacc,0.26,33,0.18983957219251338,0.034234621993139196,0.026058287209290636
early_late_halves,bacc,0.27999999999999997,33,0.07052139037433156,0.03930517177175524,0.025487388614524476
early_late_halves,bacc,0.3,33,0.134024064171123,0.04529330211104967,0.0283358253167028
early_late_halves,bacc,0.32,33,0.22894385026737968,0.0375941456909894,0.03025151610591422
early_late_halves,bacc,0.34,33,0.018048128342245992,0.043023554443961096,0.026854183597287293
early_late_halves,bacc,0.36000000000000004,33,0.09692513368983958,0.04263126289220586,0.028861563386025958
early_late_halves,bacc,0.37999999999999995,33,0.204729673982947,0.03657250382372467,0.030460599713844155
early_late_halves,bacc,0.39999999999999997,33,0.06985294117647059,0.04048244744246039,0.029909223538243712
early_late_halves,bacc,0.42,33,0.17647058823529413,0.033067923586891056,0.02666238798701561
early_late_halves,bacc,0.44,33,0.16343582887700536,0.031593270567661036,0.023633823027161396
early_late_halves,bacc,0.46,33,0.0250668449197861,0.037487818671899126,0.02559896777038757
early_late_halves,bacc,0.48000000000000004,33,0.17379679144385027,0.0328333498831741,0.027418272901487344
early_late_halves,bacc,0.49999999999999994,33,0.12633689839572193,0.033282222821095754,0.023856794324886594
early_late_halves,bacc,0.52,33,0.23362299465240643,0.029253042004842536,0.0259465416465588
early_late_halves,bacc,0.54,33,0.1019385026737968,0.03451294694380832,0.02881952997670831
early_late_halves,bacc,0.56,33,0.04411764705882353,0.04240391813499811,0.029134903207328856
early_late_halves,bacc,0.5800000000000001,33,0.0768716577540107,0.039665636917278285,0.027134746043164005
early_late_halves,bacc,0.6000000000000001,33,0.17179144385026737,0.03974350214368899,0.030001612255308528
early_late_halves,bacc,0.6199999999999999,33,0.3412433155080214,0.03396446979513859,0.032025427046089655
early_late_halves,bacc,0.6399999999999999,33,0.25902406417112306,0.04261914311922871,0.035659737188347446
early_late_halves,bacc,0.6599999999999999,33,0.17580213903743316,0.040045388771170115,0.03109466746549778
early_late_halves,auc,-0.16,33,0.07052139037433156,0.04117839763861714,0.02798019711874059
early_late_halves,auc,-0.14,33,0.21122994652406418,0.03782791446767915,0.028612720678568182
early_late_halves,auc,-0.12000000000000001,33,0.3375668449197861,0.0317858702121972,0.027325311162934397
early_late_halves,auc,-0.1,33,0.29512032085561496,0.03662362687435033,0.028576919751120724
early_late_halves,auc,-0.08000000000000002,33,0.0625,0.04165990417026077,0.029147040678725537
early_late_halves,auc,-0.06,33,0.06684491978609626,0.050164134148807875,0.031555111216302216
early_late_halves,auc,-0.04000000000000001,33,-0.04612299465240642,0.05247945400424116,0.03053207729282014
early_late_halves,auc,-0.020000000000000018,33,-0.071524064171123,0.047456019643458316,0.02842735081179657
early_late_halves,auc,0.0,33,-0.01838235294117647,0.0497445253388913,0.030014701551461676
early_late_halves,auc,0.01999999999999999,33,-0.07787433155080214,0.053496123476651766,0.03130475367139812
early_late_halves,auc,0.03999999999999998,33,-0.037098930481283425,0.05451428327076617,0.031349328588318875
early_late_halves,auc,0.06,33,-0.0023395721925133692,0.050115660431524246,0.030776430683522645
early_late_halves,auc,0.08000000000000002,33,0.05080213903743316,0.045326309636091744,0.029894025971385685
early_late_halves,auc,0.09999999999999998,33,0.24298128342245992,0.04171679118463932,0.0330034756410558
early_late_halves,auc,0.12,33,0.47526737967914445,0.03880121367880711,0.038522783675614784
early_late_halves,auc,0.14,33,0.5300802139037434,0.03321150959049323,0.04072283491232318
early_late_halves,auc,0.15999999999999998,33,0.40875668449197866,0.041095511854200226,0.0460812905605668
early_late_halves,auc,0.18,33,0.3268716577540107,0.04387267924622949,0.0464089716567251
early_late_halves,auc,0.2,33,0.13435828877005349,0.04500639198677613,0.038919751939497774
early_late_halves,auc,0.21999999999999997,33,0.16510695187165778,0.03886643640970141,0.029349457733552093
early_late_halves,auc,0.24,33,0.18449197860962568,0.036823478726673894,0.027257243510251206
early_late_halves,auc,0.26,33,0.19017379679144386,0.036567490433517646,0.029707403260850435
early_late_halves,auc,0.27999999999999997,33,0.22326203208556153,0.043537181899373084,0.03100196645635756
early_late_halves,auc,0.3,33,0.3295454545454546,0.044496963819973125,0.034645997954644944
early_late_halves,auc,0.32,33,0.15173796791443853,0.0430007921039537,0.03118134721277131
early_late_halves,auc,0.34,33,0.013034759358288772,0.04849772323689894,0.030401314768139794
early_late_halves,auc,0.36000000000000004,33,0.0016711229946524066,0.05189071682846919,0.03297750173885196
early_late_halves,auc,0.37999999999999995,33,0.04946524064171123,0.05129131022116629,0.034300365445877924
early_late_halves,auc,0.39999999999999997,33,0.08589572192513369,0.05003962240717989,0.033164508476398694
early_late_halves,auc,0.42,33,0.2212566844919786,0.04318736495416987,0.03239341449890147
early_late_halves,auc,0.44,33,0.18850267379679145,0.03999759549566252,0.030745852493896993
early_late_halves,auc,0.46,33,0.2663770053475936,0.03604260618649581,0.030066298624397785
early_late_halves,auc,0.48000000000000004,33,0.39438502673796794,0.02996511929817733,0.028899049141763264
early_late_halves,auc,0.49999999999999994,33,0.25167112299465244,0.034015771887936336,0.031604770507193125
early_late_halves,auc,0.52,33,0.3108288770053476,0.03255453483678231,0.032918428851968794
early_late_halves,auc,0.54,33,0.15675133689839574,0.04016967414979635,0.035535115582872125
early_late_halves,auc,0.56,33,0.16945187165775402,0.04586968639391531,0.03858313251317838
early_late_halves,auc,0.5800000000000001,33,0.3094919786096257,0.04319008908950706,0.03881463814403798
early_late_halves,auc,0.6000000000000001,33,0.3823529411764706,0.04488520502470626,0.041804247735197024
early_late_halves,auc,0.6199999999999999,33,0.4328208556149733,0.046794530239693884,0.044750321728076185
early_late_halves,auc,0.6399999999999999,33,0.35995989304812837,0.04522068824742977,0.04397531902860162
early_late_halves,auc,0.6599999999999999,33,0.2894385026737968,0.04567258215730706,0.03836985682752782
early_late_halves,g_hist,-0.16,33,0.0023395721925133692,0.0005944217626263458,0.0004081380413193552
early_late_halves,g_hist,-0.14,33,0.009692513368983958,0.0006272625233703021,0.0004416635802663058
early_late_halves,g_hist,-0.12000000000000001,33,0.36798128342245995,0.00047232706417389984,0.0004219383017716568
early_late_halves,g_hist,-0.1,33,0.34993315508021394,0.0003437178698075098,0.00029634178990506853
early_late_halves,g_hist,-0.08000000000000002,33,-0.01570855614973262,0.00041653649078515596,0.00026994247092896933
early_late_halves,g_hist,-0.06,33,0.07219251336898397,0.0004829865512725765,0.000387745326844941
early_late_halves,g_hist,-0.04000000000000001,33,0.17981283422459893,0.0004490410845708017,0.0004921107770938077
early_late_halves,g_hist,-0.020000000000000018,33,0.022393048128342245,0.0006216581751904964,0.0006780568281340835
early_late_halves,g_hist,0.0,33,0.1106283422459893,0.00033032407479530434,0.00046690728345078766
early_late_halves,g_hist,0.01999999999999999,33,-0.0965909090909091,0.00025283940827524156,0.00041500359121638135
early_late_halves,g_hist,0.03999999999999998,33,0.02774064171122995,0.000234013011014791,0.00026239341652411927
early_late_halves,g_hist,0.06,33,-0.021056149732620322,0.00034912783032610206,0.000280165298939013
early_late_halves,g_hist,0.08000000000000002,33,0.10127005347593585,0.0005570966428755872,0.0004674652296221153
early_late_halves,g_hist,0.09999999999999998,33,0.07052139037433156,0.000642244145446181,0.0005840147167195468
early_late_halves,g_hist,0.12,33,0.5173796791443851,0.0006260540571410381,0.0007071906369406921
early_late_halves,g_hist,0.14,33,0.39237967914438504,0.0005544152125080533,0.0007195979632243825
early_late_halves,g_hist,0.15999999999999998,33,0.31316844919786097,0.0006672403472892192,0.0010051365337947875
early_late_halves,g_hist,0.18,33,0.31550802139037437,0.0007591536759420976,0.001120157790218128
early_late_halves,g_hist,0.2,33,0.10227272727272728,0.0005707267855820265,0.0005754724183217062
early_late_halves,g_hist,0.21999999999999997,33,0.12600267379679145,0.0003651470769703762,0.0002893713958623685
early_late_halves,g_hist,0.24,33,0.056149732620320865,0.0003044249818079953,0.00041341069188958893
early_late_halves,g_hist,0.26,33,0.11898395721925133,0.000306437860414675,0.0005821921231793545
early_late_halves,g_hist,0.27999999999999997,33,0.027406417112299467,0.00033328563754633355,0.0005181114382966222
early_late_halves,g_hist,0.3,33,0.3058155080213904,0.0002823023280866238,0.00035783659406921244
early_late_halves,g_hist,0.32,33,0.14872994652406418,0.00023671156032378793,0.00019540311969036463
early_late_halves,g_hist,0.34,33,0.1504010695187166,0.0002668425981322721,0.00034005717751081074
early_late_halves,g_hist,0.36000000000000004,33,0.22760695187165775,0.00025014388852029,0.00035286002515784015
early_late_halves,g_hist,0.37999999999999995,33,0.05447860962566846,0.0002444073038748213,0.00027494524680314917
early_late_halves,g_hist,0.39999999999999997,33,0.0023395721925133692,0.0002177770921091013,0.00019093198986818157
early_late_halves,g_hist,0.42,33,-0.06918449197860962,0.00019381952875518354,0.00017171306882839837
early_late_halves,g_hist,0.44,33,0.06350267379679145,0.00014285358652101022,0.00012283287830561863
early_late_halves,g_hist,0.46,33,-0.13870320855614976,0.0001074296473972711,7.79831620546627e-05
early_late_halves,g_hist,0.48000000000000004,33,0.21791443850267384,0.00010390403464862045,8.900417094051588e-05
early_late_halves,g_hist,0.49999999999999994,33,0.0427807486631016,0.00011387643009061897,9.429652870696211e-05
early_late_halves,g_hist,0.52,33,0.027072192513368988,0.00013387099284827892,0.00014437103729404415
early_late_halves,g_hist,0.54,33,0.02339572192513369,0.00014385554467678764,0.0001369512478775805
early_late_halves,g_hist,0.56,33,0.21223262032085563,0.00017025488114059414,0.00018065441328880946
early_late_halves,g_hist,0.5800000000000001,33,0.046457219251336904,0.00019293615692144095,0.00021463094007781938
early_late_halves,g_hist,0.6000000000000001,33,0.10227272727272728,0.0002608353944041016,0.00026813044896815817
early_late_halves,g_hist,0.6199999999999999,33,0.12433155080213903,0.000296551950508507,0.00029152059953964436
early_late_halves,g_hist,0.6399999999999999,33,-0.08923796791443851,0.0003071305018836295,0.00029821186583563284
early_late_halves,g_hist,0.6599999999999999,33,-0.14572192513368984,0.0002921021559939294,0.0002215199689829415
odd_even_blocks,bacc,-0.16,33,-0.21524064171122997,0.04975649467358739,0.027804295596693455
odd_even_blocks,bacc,-0.14,33,0.06651069518716578,0.05147302526695564,0.03524590646454857
odd_even_blocks,bacc,-0.12000000000000001,33,0.02072192513368984,0.04955360853799541,0.032105557023239646
odd_even_blocks,bacc,-0.1,33,0.08355614973262032,0.048125490476602556,0.029673703513691193
odd_even_blocks,bacc,-0.08000000000000002,33,-0.19017379679144386,0.04946275210457071,0.026041697215181774
odd_even_blocks,bacc,-0.06,33,0.018048128342245992,0.056976177991780466,0.03529861290133063
odd_even_blocks,bacc,-0.04000000000000001,33,0.06717914438502674,0.055792063926995865,0.03541095684593615
odd_even_blocks,bacc,-0.020000000000000018,33,-0.0752005347593583,0.06575784200099274,0.03630731330984573
odd_even_blocks,bacc,0.0,33,-0.015374331550802138,0.05300280087374565,0.03325086439755679
odd_even_blocks,bacc,0.01999999999999999,33,-0.18282085561497327,0.05403531867713107,0.03094897254562335
odd_even_blocks,bacc,0.03999999999999998,33,-0.08923796791443851,0.05143758492368838,0.02904014557182827
odd_even_blocks,bacc,0.06,33,0.1380347593582888,0.04649753691234225,0.031793797259967706
odd_even_blocks,bacc,0.08000000000000002,33,0.08288770053475936,0.04280575621597265,0.028448249431887753
