kind,seed,fold,centre_s,auc_base,auc_occluded,drop,group,n_channels
time,11,0,-0.16,0.4907120364446891,0.48537129736517404,0.0053407390795150445,,
time,11,0,-0.12000000000000001,0.4907120364446891,0.49010597863034644,0.000606057814342642,,
time,11,0,-0.08000000000000002,0.4907120364446891,0.49647777659871334,-0.005765740154024257,,
time,11,0,-0.04000000000000001,0.4907120364446891,0.4976329960536979,-0.006920959609008792,,
time,11,0,0.0,0.4907120364446891,0.4924647958659654,-0.0017527594212763398,,
time,11,0,0.03999999999999998,0.4907120364446891,0.47690943609046954,0.01380260035421954,,
time,11,0,0.08000000000000002,0.4907120364446891,0.48790210562260683,0.0028099308220822516,,
time,11,0,0.12,0.4907120364446891,0.5007263752325577,-0.010014338787868615,,
time,11,0,0.15999999999999998,0.4907120364446891,0.4960448987885359,-0.005332862343846834,,
time,11,0,0.2,0.4907120364446891,0.49549247270439545,-0.0047804362597063665,,
time,11,0,0.24,0.4907120364446891,0.4867148013026298,0.003997235142059297,,
time,11,0,0.27999999999999997,0.4907120364446891,0.4805671047167406,0.010144931727948503,,
time,11,0,0.32,0.4907120364446891,0.47787903836217693,0.012832998082512148,,
time,11,0,0.36000000000000004,0.4907120364446891,0.4893125255940675,0.0013995108506215659,,
time,11,0,0.39999999999999997,0.4907120364446891,0.498743448159636,-0.008031411714946923,,
time,11,0,0.44,0.4907120364446891,0.4933282871504219,-0.002616250705732792,,
time,11,0,0.48000000000000004,0.4907120364446891,0.49145790819734064,-0.0007458717526515612,,
time,11,0,0.52,0.4907120364446891,0.493841783331417,-0.003129746886727902,,
time,11,0,0.56,0.4907120364446891,0.49139333783114225,-0.0006813013864531703,,
space,11,0,,0.4907120364446891,0.48278414388226054,0.00792789256242854,band_0_0-15,16.0
space,11,0,,0.4907120364446891,0.4926513684160845,-0.0019393319713953971,band_1_16-31,16.0
space,11,0,,0.4907120364446891,0.4884955613812919,0.002216475063397172,band_2_32-47,16.0
space,11,0,,0.4907120364446891,0.4939437160430143,-0.00323167959832521,band_3_48-63,16.0
space,11,0,,0.4907120364446891,0.4920361427278573,-0.0013241062831682027,band_4_64-79,16.0
space,11,0,,0.4907120364446891,0.49432634451942625,-0.0036143080747371714,band_5_80-95,16.0
space,11,0,,0.4907120364446891,0.48950554032681076,0.0012064961178783196,band_6_96-111,16.0
space,11,0,,0.4907120364446891,0.49703266227014253,-0.006320625825453452,band_7_112-127,16.0
time,11,1,-0.16,0.5793148783033243,0.5812124026092949,-0.001897524305970566,,
time,11,1,-0.12000000000000001,0.5793148783033243,0.5821672290254475,-0.002852350722123198,,
time,11,1,-0.08000000000000002,0.5793148783033243,0.5840843604903201,-0.004769482186995799,,
time,11,1,-0.04000000000000001,0.5793148783033243,0.5808744868790258,-0.0015596085757014766,,
time,11,1,0.0,0.5793148783033243,0.5756452723016383,0.0036696060016859766,,
time,11,1,0.03999999999999998,0.5793148783033243,0.5666163381959387,0.01269854010738558,,
time,11,1,0.08000000000000002,0.5793148783033243,0.5727592039830519,0.0065556743202723755,,
time,11,1,0.12,0.5793148783033243,0.5850605877362367,-0.005745709432912416,,
time,11,1,0.15999999999999998,0.5793148783033243,0.5796539687398957,-0.000339090436571432,,
time,11,1,0.2,0.5793148783033243,0.5705568416284216,0.008758036674902714,,
time,11,1,0.24,0.5793148783033243,0.5649565771283362,0.014358301174988042,,
time,11,1,0.27999999999999997,0.5793148783033243,0.573130054565138,0.006184823738186296,,
time,11,1,0.32,0.5793148783033243,0.5763603151692895,0.002954563134034749,,
time,11,1,0.36000000000000004,0.5793148783033243,0.576098715315786,0.0032161629875382403,,
time,11,1,0.39999999999999997,0.5793148783033243,0.5771201999413897,0.0021946783619345434,,
time,11,1,0.44,0.5793148783033243,0.5779303032992251,0.0013845750040991645,,
time,11,1,0.48000000000000004,0.5793148783033243,0.5750903445504177,0.004224533752906545,,
time,11,1,0.52,0.5793148783033243,0.5768934606381652,0.0024214176651591313,,
time,11,1,0.56,0.5793148783033243,0.5807404325392947,-0.001425554235970461,,
space,11,1,,0.5793148783033243,0.5759771995065472,0.003337678796777044,band_0_0-15,16.0
space,11,1,,0.5793148783033243,0.5854165175472902,-0.006101639243965895,band_1_16-31,16.0
space,11,1,,0.5793148783033243,0.579485668886566,-0.00017079058324176444,band_2_32-47,16.0
space,11,1,,0.5793148783033243,0.5822121558513644,-0.0028972775480401447,band_3_48-63,16.0
space,11,1,,0.5793148783033243,0.5785391610124027,0.0007757172909216292,band_4_64-79,16.0
space,11,1,,0.5793148783033243,0.5767516006010615,0.002563277702262834,band_5_80-95,16.0
space,11,1,,0.5793148783033243,0.5413380849895305,0.03797679331379378,band_6_96-111,16.0
space,11,1,,0.5793148783033243,0.5758554288788711,0.003459449424453198,band_7_112-127,16.0
time,11,2,-0.16,0.49816230025423003,0.4946294373130848,0.003532862941145243,,
time,11,2,-0.12000000000000001,0.49816230025423003,0.4938970317087268,0.004265268545503242,,
time,11,2,-0.08000000000000002,0.49816230025423003,0.4945154346298607,0.003646865624369333,,
time,11,2,-0.04000000000000001,0.49816230025423003,0.4964272481536013,0.0017350521006287423,,
time,11,2,0.0,0.49816230025423003,0.49685863341410436,0.0013036668401256724,,
time,11,2,0.03999999999999998,0.49816230025423003,0.5074258010840571,-0.009263500829827076,,
time,11,2,0.08000000000000002,0.49816230025423003,0.5137318991444131,-0.015569598890183056,,
time,11,2,0.12,0.49816230025423003,0.5169336352384328,-0.018771334984202803,,
time,11,2,0.15999999999999998,0.49816230025423003,0.5074444655427509,-0.009282165288520883,,
time,11,2,0.2,0.49816230025423003,0.47250048956286467,0.02566181069136536,,
time,11,2,0.24,0.49816230025423003,0.47808221037003,0.020080089884200014,,
time,11,2,0.27999999999999997,0.49816230025423003,0.5087424279813954,-0.010580127727165323,,
time,11,2,0.32,0.49816230025423003,0.49388452662504356,0.004277773629186465,,
time,11,2,0.36000000000000004,0.49816230025423003,0.48514562590837557,0.013016674345854462,,
time,11,2,0.39999999999999997,0.49816230025423003,0.4881040410167835,0.01005825923744652,,
time,11,2,0.44,0.49816230025423003,0.4887869240543512,0.009375376199878827,,
time,11,2,0.48000000000000004,0.49816230025423003,0.4981286829052187,3.361734901130564e-05,,
time,11,2,0.52,0.49816230025423003,0.49772224641178464,0.00044005384244538703,,
time,11,2,0.56,0.49816230025423003,0.4967458606337696,0.0014164396204604524,,
space,11,2,,0.49816230025423003,0.49731321127536227,0.0008490889788677625,band_0_0-15,16.0
space,11,2,,0.49816230025423003,0.49139876304539093,0.006763537208839099,band_1_16-31,16.0
space,11,2,,0.49816230025423003,0.4943602540887953,0.003802046165434725,band_2_32-47,16.0
space,11,2,,0.49816230025423003,0.4981868753006195,-2.4575046389474497e-05,band_3_48-63,16.0
space,11,2,,0.49816230025423003,0.49862557585318396,-0.0004632755989539272,band_4_64-79,16.0
space,11,2,,0.49816230025423003,0.4892629612847913,0.00889933896943873,band_5_80-95,16.0
space,11,2,,0.49816230025423003,0.5162908552586264,-0.018128555004396363,band_6_96-111,16.0
space,11,2,,0.49816230025423003,0.4972039462162856,0.00095835403794442,band_7_112-127,16.0
time,11,3,-0.16,0.5638013914488682,0.5632349952368835,0.0005663962119847321,,
time,11,3,-0.12000000000000001,0.5638013914488682,0.563141825422458,0.0006595660264101522,,
time,11,3,-0.08000000000000002,0.5638013914488682,0.5626805769371764,0.00112081451169177,,
time,11,3,-0.04000000000000001,0.5638013914488682,0.5601028066113015,0.0036985848375666874,,
time,11,3,0.0,0.5638013914488682,0.5614284858253928,0.002372905623475363,,
time,11,3,0.03999999999999998,0.5638013914488682,0.5599531481358617,0.003848243313006483,,
time,11,3,0.08000000000000002,0.5638013914488682,0.5515864468295103,0.012214944619357904,,
time,11,3,0.12,0.5638013914488682,0.5556142358579618,0.008187155590906436,,
time,11,3,0.15999999999999998,0.5638013914488682,0.564228156201735,-0.00042676475286684834,,
time,11,3,0.2,0.5638013914488682,0.5430275881464216,0.020773803302446603,,
time,11,3,0.24,0.5638013914488682,0.5308560500814452,0.032945341367423,,
time,11,3,0.27999999999999997,0.5638013914488682,0.5482732100886376,0.015528181360230597,,
time,11,3,0.32,0.5638013914488682,0.5563737867926641,0.007427604656204068,,
time,11,3,0.36000000000000004,0.5638013914488682,0.5592391076510599,0.00456228379780832,,
time,11,3,0.39999999999999997,0.5638013914488682,0.5638181927070153,-1.680125814707001e-05,,
time,11,3,0.44,0.5638013914488682,0.560462668413792,0.0033387230350762076,,
time,11,3,0.48000000000000004,0.5638013914488682,0.5613917608438251,0.002409630605043067,,
time,11,3,0.52,0.5638013914488682,0.5613744791759364,0.0024269122729317916,,
time,11,3,0.56,0.5638013914488682,0.5650652763856594,-0.001263884936791193,,
space,11,3,,0.5638013914488682,0.5588555127538525,0.004945878695015726,band_0_0-15,16.0
space,11,3,,0.5638013914488682,0.5550722973025378,0.008729094146330385,band_1_16-31,16.0
