calibration,statistic,estimate,ci_lower,ci_upper,n_candidates,n_bootstrap,seed,units,bootstrap_scope
raw,G_crossmean,0.00026619289751639297,-0.00037606187818788327,0.0009598193717397446,60,2000,20260917,bits/trial,fixed_oof_no_refit; same candidate draws for all contrasts
raw,G_midline,0.0002181668284430005,-0.0008281653021954521,0.001272641424876078,60,2000,20260917,bits/trial,fixed_oof_no_refit; same candidate draws for all contrasts
raw,crossmean_matched_width_margin,0.0002974947839392561,-0.0003659706813791047,0.000995155195403446,60,2000,20260917,bits/trial,fixed_oof_no_refit; same candidate draws for all contrasts
raw,complete_spatial_matched_width_margin,0.0001258029421089546,-0.00027907267175348026,0.0005082903308606888,60,2000,20260917,bits/trial,fixed_oof_no_refit; same candidate draws for all contrasts
raw,S0_minus_FULL20,0.00038905392024379815,-0.0009001569395835768,0.0017208495731681525,60,2000,20260917,bits/trial,fixed_oof_no_refit; same candidate draws for all contrasts
raw,S2_minus_FULL20,-9.530580571559533e-05,-0.0002795791917436979,9.683251333448543e-05,60,2000,20260917,bits/trial,fixed_oof_no_refit; same candidate draws for all contrasts
raw,CE_S0,0.9983256472097056,0.9960243398416573,1.0006972721964014,60,2000,20260917,bits/trial,fixed_oof_no_refit; same candidate draws for all contrasts
raw,CE_S1,0.9980594543121892,0.995967386011654,1.0001662905498028,60,2000,20260917,bits/trial,fixed_oof_no_refit; same candidate draws for all contrasts
raw,CE_S2,0.9978412874837462,0.9963641918070363,0.9993655409289566,60,2000,20260917,bits/trial,fixed_oof_no_refit; same candidate draws for all contrasts
raw,CE_FULL20,0.9979365932894618,0.9965983476996717,0.9993294172711981,60,2000,20260917,bits/trial,fixed_oof_no_refit; same candidate draws for all contrasts
raw,CE_S0_DUP_S1,0.9983569490961285,0.9960659849161453,1.0007459081141263,60,2000,20260917,bits/trial,fixed_oof_no_refit; same candidate draws for all contrasts
raw,CE_S0_DUP_S2,0.9979670904258552,0.9963955050471945,0.9995473399040763,60,2000,20260917,bits/trial,fixed_oof_no_refit; same candidate draws for all contrasts
calibrated,G_crossmean,-0.00023787299530031447,-0.0005533624027012268,2.664475798420659e-05,60,2000,20260917,bits/trial,fixed_oof_no_refit; same candidate draws for all contrasts
calibrated,G_midline,0.00019406754379636126,-0.00036800128937374,0.0006787072926472679,60,2000,20260917,bits/trial,fixed_oof_no_refit; same candidate draws for all contrasts
calibrated,crossmean_matched_width_margin,-0.0001580471590236776,-0.0004775529740335821,0.00011910325586478563,60,2000,20260917,bits/trial,fixed_oof_no_refit; same candidate draws for all contrasts
calibrated,complete_spatial_matched_width_margin,0.00017201939386191079,-0.00038679365462829793,0.0006868262924856342,60,2000,20260917,bits/trial,fixed_oof_no_refit; same candidate draws for all contrasts
calibrated,S0_minus_FULL20,1.8501876460463862e-05,-0.0007871402631092094,0.0007399374856111664,60,2000,20260917,bits/trial,fixed_oof_no_refit; same candidate draws for all contrasts
calibrated,S2_minus_FULL20,6.230732796441707e-05,-0.00013039923889626714,0.00027631213908827765,60,2000,20260917,bits/trial,fixed_oof_no_refit; same candidate draws for all contrasts
calibrated,CE_S0,0.9979101685773325,0.9959984792080683,0.9999175854345457,60,2000,20260917,bits/trial,fixed_oof_no_refit; same candidate draws for all contrasts
calibrated,CE_S1,0.9981480415726328,0.9962470075005706,1.0001441895042855,60,2000,20260917,bits/trial,fixed_oof_no_refit; same candidate draws for all contrasts
calibrated,CE_S2,0.9979539740288365,0.9959077741694642,1.0001736342811107,60,2000,20260917,bits/trial,fixed_oof_no_refit; same candidate draws for all contrasts
calibrated,CE_FULL20,0.997891666700872,0.9958678757671994,1.0000187606284374,60,2000,20260917,bits/trial,fixed_oof_no_refit; same candidate draws for all contrasts
calibrated,CE_S0_DUP_S1,0.9979899944136091,0.9961306530492561,0.9999515903818038,60,2000,20260917,bits/trial,fixed_oof_no_refit; same candidate draws for all contrasts
calibrated,CE_S0_DUP_S2,0.9981259934226984,0.9961397041182078,1.0002235543852755,60,2000,20260917,bits/trial,fixed_oof_no_refit; same candidate draws for all contrasts
