child,kind,n,slope_per_position,slope_per_second,position_coef_given_time,bin0,bin1,bin2,bin3,bin4
14,standard,784,-0.007727530852713969,-0.010288856309728714,0.021699134434967602,-0.013772014030546911,-0.018004932371126558,-0.043493421872456875,-0.037560812899378494,-0.03973331905546643
14,deviant,197,-0.0014459150235403937,0.011084502347154171,-0.06034982703631281,,,-0.03187921312120226,0.011570255930830789,-0.019741445696320522
15,standard,745,0.007897324339990576,0.0005715892588716772,0.017262983785433544,-0.005889602480473196,-0.013501519931035828,-0.002118328390600474,0.0121400136796255,0.02245856821537018
15,deviant,184,-0.022637435508364362,-0.0025141956347233085,-0.028430187811927278,,,0.007162059749568901,0.06289674596088689,-0.020499930306086468
16,standard,782,0.005692910291632279,0.00504115561047015,0.00714508066870899,0.01608798170336788,-0.016803933514489066,-0.008797838354623447,0.03858963718808155,0.022655232008113414
16,deviant,193,0.019161555869260268,0.015365582288913241,-0.0006359742885341489,,,0.05422554359779701,-0.013119110985407755,0.07403869052200543
17,standard,595,0.011366767798296226,0.0015525200232867405,0.01579059550973763,0.006120733617327179,0.010084475914057157,0.050476756296497345,0.0354577835982408,0.0490020453327834
17,deviant,142,-0.006817578483970291,-0.00372526399226695,-0.0009777317699261514,,,0.004002927529691448,-0.016378977942088285,-0.02141541581812913
18,standard,748,-0.014997325818205896,-0.013000947452473892,-0.003381204913663418,0.01880765221809429,0.020939818279773596,-0.003511707532351422,-0.01065071350937589,-0.0413134091795273
18,deviant,184,0.045742200166419764,0.019665872288109325,0.027460678938739855,,,0.012844704292915959,0.05014596543870531,0.09734184370128385
19,standard,791,-0.00022843716667126613,-0.0008859956713244362,0.017831692420845896,-0.13351579072886777,-0.10676861767792821,-0.11838823833546057,-0.11868980151264608,-0.13251599498178768
19,deviant,199,0.018804272194854622,0.015251932200018086,0.002129908716835391,,,-0.0034924018673780583,-0.016081003042367786,0.02748393745315509
20,standard,1438,0.004882843308751321,0.004028541613490367,0.002614134934528948,-0.01122996117748169,0.001145731787166687,-0.01870437279290576,0.010242480778655763,0.011056970970142892
20,deviant,363,-0.012269806267884497,-0.004068756069918838,-0.011282070816214913,,,0.018774006817791913,0.014836904164907095,0.024880181956022457
21,standard,698,0.004852556846250773,0.002819884760663378,0.004205159502444739,-0.11623219510381538,-0.08539495506439823,-0.09136582132595689,-0.10360937623591437,-0.08528807984680689
21,deviant,173,-0.014966342526607123,-0.014381380037115293,-3.714534154357178e-05,,,-0.0023674368858337437,-0.0523095778477045,-0.0201153383819485
22,standard,801,0.002341614545013246,0.0007951354395176107,0.00017767030286392632,-0.06982583455648439,-0.0351948048168923,-0.030749583404336193,-0.02712037635572028,-0.060218970899637035
22,deviant,188,-0.010510626967162687,-0.00016928688403780088,-0.010251773381779763,,,-0.011492334230981699,0.09463709643763354,-0.022433410268841374
23,standard,786,0.013029542870136922,0.014123206094716302,0.0515646144909837,-0.027867048829045133,-0.05631060366299754,-0.028832636837266445,-0.011752343245720939,0.0212813483344184
23,deviant,199,0.025062012960638206,0.01834476840624886,0.015995079973009453,,,0.02656648217177973,0.07015960236899874,0.09353991994830617
24,standard,1463,0.00010251560479891783,0.0016453977593149525,-0.003116080169591627,-0.003748655428680617,0.0026574741388319155,0.013824111931807511,0.009147741544393847,-0.009087615764623243
24,deviant,364,0.00902939772111693,-0.0021275690881839325,0.015983383861057736,,,-0.03864221703516294,0.01896160670689174,-0.00880118505454358
25,standard,1416,-0.004594982307227083,-0.0009421922235233813,-0.0052556989164402055,0.036445303376336106,0.017302924842503713,0.02540674567369224,0.0133225960253126,0.015917049541632998
25,deviant,354,0.02471277449807415,-0.00037091360723439705,0.030342324354497286,,,0.03741249084472656,0.15360987736628604,0.10267663040781409
26,standard,768,0.008344960867164363,0.009484158262275675,0.0020732499316654706,-0.021567079481477357,-0.01615487010483134,0.008161677774001312,-0.00694192995180239,0.01367658509148492
26,deviant,194,0.00849764403924279,-0.02284504839466548,0.07023906411620966,,,-0.03936811079058731,-0.056037191360715846,-0.05057842810232718
27,standard,790,-0.003981394589106644,-0.005957552238583958,0.03685963421990981,-0.004725144801002672,-0.02471152658995033,-0.02769787460565567,-0.04097792202447728,-0.011707477293152743
27,deviant,198,-0.029360126760900544,-0.014051434787632757,-0.051751339827545775,,,0.04168330012141048,-0.08043324234139207,-0.04430674718431204
28,standard,419,0.008934527802430156,0.0016181610946769645,0.006793411944029371,-0.05022091743273613,-0.023879683812459307,-0.0414119591692832,-0.018079745224098758,-0.008092588536879594
28,deviant,105,0.014408234858745836,-0.001256615195194473,0.019987016283304373,,,-0.038379487537202384,-0.07489822024390812,0.0003451615377189251
29,standard,351,-0.005313122666364879,0.0005233148076727648,-0.009146663207292908,0.005424515607487801,-0.049556060064406625,-0.007721180386013449,-0.016677077935666463,-0.03349416315769208
29,deviant,83,-0.024936638409808056,-0.006808591115924087,-0.01521780860258474,,,0.018127441406250007,0.1161545262192235,0.006685506729852585
30,standard,789,-0.0013614941199565828,0.0007808135968061078,-0.01723460053521424,-0.06382690643777653,-0.11357409598098861,-0.09494419209263633,-0.09105393866530986,-0.07628948734106261
30,deviant,196,0.02041300944966791,0.01646324781364024,0.0010601257930605047,,,-0.004328627335397825,-0.020121055736876375,0.03327479749834504
31,standard,1417,0.0007398986328239039,-0.0016670246958361788,0.007211733878072548,0.031168639574974684,0.022148586321669477,0.04824915386381604,0.024314992020769817,0.03188524490747696
31,deviant,353,-0.001020450315442469,-0.006691461706885591,0.010339780293582,,0.11906046470006307,0.07491340941073849,0.08429852653952206,0.07793011238904503
32,standard,798,-0.01056126315772829,-0.0129146776141858,0.006328585945815009,-0.04675877633406289,-0.08271817945355746,-0.08511383285125099,-0.06498870187335544,-0.10652035607231988
32,deviant,199,0.006473899914317165,-0.0030034612704269766,0.04590546990263343,,,0.05024810530181624,0.06904360453287761,0.06601525412665474
33,standard,775,0.006572861367042705,0.008991559484381892,-0.009229780641847776,-0.06704248653517829,-0.06553601386451388,-0.052699230219188486,-0.038948875734175756,-0.04781301559940462
33,deviant,192,-0.012482313058014697,-0.004794306152473552,-0.01584727064314577,,,-0.01364942697378305,-0.01585107379489474,-0.043970404000117855
34,standard,797,0.0011351668381613144,0.002765951862664308,-0.057555881570810395,-0.15004313611105657,-0.1494514773590396,-0.12700523765136798,-0.1646682686275906,-0.1391704003016154
34,deviant,199,0.045929317378153804,0.030512282532998845,0.0401819346815656,,,-0.07373157300447163,-0.041760126749674484,0.019691850079430476
35,standard,772,0.0004634058823088061,0.004398416083232474,-0.014789628146737833,-0.04455412376377591,-0.042186250752529734,-0.036288466369896605,-0.007659506869387696,-0.06115248424759328
35,deviant,194,0.0022329545926130312,-0.0026285798707056194,0.010610578766643088,,,-0.009724686785442074,-0.005759498937343191,-0.008118855702626451
36,standard,709,0.00548571888859911,0.004156562663976467,0.0019920889952541945,-0.11480948613633422,-0.11198874174379833,-0.09603921514357963,-0.06633248136050976,-0.11019814911709039
36,deviant,173,0.01354123100632089,0.0012095990211601268,0.01568466234419604,,,-0.052298044917559385,-0.13777936299641927,-0.08424461222140589
37,standard,581,0.0025319994051041014,0.0027283712298125547,-0.0032430916960871415,-0.05318130852107706,-0.03111502159209479,-0.04310896160366299,-0.05932550560938169,-0.030089558295483862
37,deviant,156,-0.0006209311535143166,-0.009506942750315363,0.013136973018955493,,-0.16358624082623108,0.02404675538512482,-0.016630419513635464,-0.04758698102001731
38,standard,1578,-0.001488394087417523,-0.0010848898618590554,-0.011266287535571375,-0.044760706649484866,-0.029659768501715294,-0.0314915520804269,-0.031127505832248263,-0.055160890685187446
38,deviant,396,0.009967675709660522,0.0001964282811133556,0.03487656684147212,,,0.12002283080011351,0.0656573527143816,0.12021670653949096
39,standard,795,0.004438027459009098,0.0026578247708922594,0.023621901167671086,-0.004157997312999908,-0.01666667347862607,0.0018395714445984832,0.0047540732598372664,0.007928579814674317
39,deviant,196,-0.030697053372681485,-0.012242155437952764,-0.04406658452649818,,,0.04226019443609776,0.006926472981770837,-0.02018174690398735
40,standard,625,0.006782427242159779,0.004579836505577694,-0.0010652096884355916,-0.084236646953382,-0.08935097069426728,-0.07433633326077531,-0.10140580768826644,-0.049983000873926264
40,deviant,154,-0.012177432823915871,0.004788889851604297,-0.022904142486861012,,,-0.033999218660242414,-0.06843080707624845,-0.06513873635465085
41,standard,790,0.003806232760924058,0.0019864242331098696,0.028956968975379662,0.030432909273254084,0.043494415931961176,0.020122476093924018,0.07378550472422545,0.03588107400689243
41,deviant,197,-0.03161366475300296,-0.013586719948110892,-0.04803768416769817,,,0.05391517845360008,0.047195360774085635,0.00027179989719662415
42,standard,784,-0.004167879582698808,-0.004181593118984439,-0.0024309526686529933,0.006726836911137242,0.01682314607832167,-0.0016450279418679375,0.00980152754948057,-0.010756213848407454
42,deviant,193,-0.0012931323972960283,0.0011179951907669846,-0.006076610428396639,,,0.04025506565713475,0.008534371315895977,0.02335775309595568
43,standard,783,0.007475221293975106,0.008362915436754426,-0.002220064715034252,-0.035499166651754066,-0.044898518301013456,-0.029801917128741875,0.021026046796776787,-0.028965221708686793
43,deviant,191,0.0029455662832436106,-0.0006815681856146384,0.00915551837965607,,,0.04194246133168538,0.09152641296386718,0.05713330192127447
44,standard,669,-0.006153636099776205,-0.0018116953765177405,-0.01154553508373264,-0.1523527609285458,-0.17026809707702883,-0.15846779232933406,-0.1661125537421968,-0.18573977385821328
44,deviant,174,0.027356951244583916,-0.00943597925796219,0.04333855131668637,,,-0.15451634724934898,-0.18635985189014012,-0.11057202021280922
45,standard,1547,0.002907713770390789,0.0031358904391548866,0.001832565048822264,0.016666484267260133,0.018940074704619548,-0.0028243330641702577,0.018114351434969114,0.036716890820943274
45,deviant,390,0.01818303862203206,0.0011601437183881352,0.04106810313852829,,,0.050118780972664825,0.046670599530140564,0.07962601250212256
46,standard,687,-0.0036317235258582093,-0.0049539628416527745,0.005548397331636571,-0.03422832216535295,-0.03716923243233136,-0.004409098376830421,-0.059749501677313216,-0.046465977901170234
46,deviant,177,-0.02776822527769707,0.005380298170041476,-0.043650031656699326,,,0.0006733576456705803,0.031079364079301088,-0.0378188406888562
47,standard,797,0.007939826239948794,0.010105440494413224,-0.02063832866359181,-0.02731379152742063,-0.018763657590652027,-0.02031138737996419,-0.006342183219061955,0.007935604127515265
47,deviant,199,0.019018552583433847,0.01223336462562315,0.01804494179514815,,,-0.036385674761910715,-0.024480009078979494,2.3905436197916666e-05
48,standard,611,-0.0033372752432229242,-0.0006140092350988197,-0.003528503124981411,-0.03417656191608362,-0.041110527652433546,-0.036430256707327704,-0.029932046238380142,-0.0544306243338236
48,deviant,154,0.007638262678890439,0.002886647532443084,0.003765715644793644,,,0.07393245504360006,0.04197553793589273,0.06645914069710904
49,standard,796,-0.01630366659832166,-0.015000349262357578,-0.06681172806294658,0.030495729201879256,-0.02095831520537026,-0.009671868880589804,-0.046103143692016596,-0.03641602728101942
49,deviant,195,0.013716678550277908,0.02557511464245541,-0.06636302793422255,,,0.0513849894205729,-0.03400921026865641,0.05328978697458903
50,standard,586,0.010670989632402544,0.0025284802949487556,0.008527438257267428,-0.13131790161132811,-0.12373285880987195,-0.0759088883706189,-0.09204610397941188,-0.09533314246915826
50,deviant,148,-0.004588048543956469,-0.00020538847169128985,-0.0046157201717178485,,,-0.03890412429283405,-0.009419364158553309,-0.006863284529301156
51,standard,1588,0.0002856331302047874,0.0008775859348019789,-0.013010134665084414,0.007486411237515477,0.00016707971629211036,0.02403529036630533,0.009798214215190471,0.001273372855918536
51,deviant,395,-0.023107889164609218,-0.014610289768873104,-0.02081818355698584,,,0.10247575191029333,0.02681807137320562,0.04382519227783887
52,standard,791,0.0027790771998091528,0.002490004288991984,0.011945279631620141,-0.024022165288779943,-0.06447350978851318,-0.048737633903071564,-0.002271828531217178,-0.03710298008388943
52,deviant,197,-0.032530897210358053,-0.021238007626983506,-0.024097692786003863,,,0.07503612621410473,0.022973632812500002,0.0003631495628036358
53,standard,779,-0.002317864899531733,-0.0007009956078877566,-0.015686847963065666,-0.01247445946065789,-0.03478427137065138,0.01364261177694722,-0.04805235984997872,-0.021030232526253953
53,deviant,196,0.010694830934592552,-0.0032760792227746133,0.040432251914949195,,,-0.016707102457682296,0.00449838638305664,0.023323770941492496
54,standard,787,0.015954848715640922,0.01591896206961097,0.01890810076517498,-0.06821031855721758,-0.08677363149898569,-0.04694867809104105,-0.06304331957283665,0.0028783890508836296
54,deviant,195,0.015088494520009663,0.007175319109917756,0.017258154881779605,,,0.010446648848684218,-0.07360366143678365,0.002669179506894562
55,standard,518,0.004220213345966479,-0.003743772498123854,0.016491020562952954,0.005261483780668159,0.014140356911553277,0.03701365207685792,0.03258009050406661,0.0177105238943389
55,deviant,130,-0.0022535061481313906,-0.002143148404986067,-0.00020110417163383965,,,0.06768356134862076,0.023255818684895832,0.03336248093960332
56,standard,794,0.005780016716288647,0.006982288035414738,0.000588522014525486,-0.08049958515007492,-0.0918988925927448,-0.045093958232887636,-0.07247712517862265,-0.06503542197518655
56,deviant,199,0.010838108276861411,-0.004613366425954051,0.07357429524169898,,,-0.037450758616129565,-0.032345221294620176,-0.017058528749282757
57,standard,796,-0.012890378137972267,-0.015363393336964874,-0.008153296295322288,0.01945916252519617,0.01641384860379013,0.0031476135055224105,-0.025035420051809785,-0.02548049344402067
57,deviant,199,0.010880015336441813,0.003628214265532747,0.02922209640774548,,,0.04457302582569612,0.0889323474915047,0.07408760241767606
58,standard,772,-0.006782337596138067,-0.00579538879169379,-0.008541854555323913,-0.04187872496293617,-0.09552888075510661,-0.07235282906260106,-0.11673406829610904,-0.060347774293687616
58,deviant,194,-0.005476129230827552,-0.002816383509397949,-0.004843674002300237,,,-0.024604862571781513,-0.009591909555288464,-0.03207020592271236
59,standard,1461,0.0024347682726230608,0.0011090886538483724,0.003259962017500005,-0.02028504985888584,-0.025554059416001397,-0.011629238980742258,-0.021232966667948626,-0.010668713965955109
59,deviant,370,0.01014577319727195,0.00529091324221313,0.0048607124808742585,,,0.015784636603461372,-0.006915165238591085,0.037443261880141035
60,standard,504,-0.0014139717618404095,-0.0002118901036522188,-0.0018514203413870513,-0.012003048046215157,0.055483738581339516,-0.005900952310273139,0.004505820896314543,0.0050336657830004385
60,deviant,89,0.0020042539913720575,-0.0014153552060097775,0.009617494285201417,0.011893590291341148,,,,0.02297171993532043
61,standard,744,-0.013594062953655896,-0.012448469810653943,-0.006903126246364064,0.06988859434385558,0.061404392396137396,0.055305963275076336,0.017852812912605258,0.02161966959635417
61,deviant,185,0.0191006157642509,0.0039361547518165655,0.02291439222690067,,,0.034138026538195906,0.11026563142475329,0.08520485233295003
62,standard,730,-0.010904607002018788,-0.009883022199637012,-0.0064536463704799405,-0.009199986802627586,-0.04479703095075343,-0.07621618417593148,-0.0444030247037373,-0.055714967803678656
62,deviant,189,0.017088536390620336,-0.006698730568052331,0.04646785410824474,,0.13106328790838068,0.00865015302385603,0.06399181432891311,0.0916944011809334
63,standard,755,-0.0078387112814236,-0.0023737166153076257,-0.014062391508738599,0.012019821545025252,-0.0015797787818355809,-0.04148711025987042,-0.04637993331504079,-0.00010720075271886208
63,deviant,186,0.0004270533028476945,0.004648410043211824,-0.008461081350077872,,,-0.007841787840190687,-0.009221510453657671,-0.014411059804370623
64,standard,782,-0.007167346547516263,-0.007174442552232105,-0.01876777504843057,-0.05860285856285874,-0.04601291158260443,-0.07642496854831012,-0.0733792364260571,-0.08048718063919633
64,deviant,196,0.030344460642881564,0.03536738809081543,-0.0311922452039426,,,0.07506642586145647,0.030700750518263428,0.10268713794859116
65,standard,786,0.004081816567717535,0.004822145478257413,-0.0015255591366805706,-0.11546359094632724,-0.11429233453711685,-0.10849697372209746,-0.11765865315059651,-0.0924573474460178
65,deviant,196,-0.03438025416549896,-0.01166005379246437,-0.053905801986063734,,,0.009268067331395596,0.0635340690612793,-0.03945938881985483
66,standard,688,-0.005799632862450361,-0.0009502865969140006,-0.006752005049418329,-0.08169369222560605,-0.07691130164073921,-0.09034329741748412,-0.10037230173746745,-0.09956589095089417
66,deviant,174,-0.006846971474412236,-0.005483078026950155,2.413072426449541e-05,,,0.04398607133745073,0.024999020146388634,0.03620854695638021
67,standard,794,0.0004108027984660894,-0.00039882717084775726,0.03588670389478866,0.009390700003210224,0.015011856504021776,0.023445580961803596,0.010572184456719293,0.011301237961341594
67,deviant,199,0.003545176355462319,0.001044953253378584,0.010219768447746243,,,0.011526062957242003,-0.004371245702107747,0.014167711469862199
68,standard,577,-0.005772785935786139,-0.001962197237918252,-0.002786147537223822,-0.037467613127399824,-0.07194263004825406,-0.05768934210891244,-0.043467164039611816,-0.07510998374537418
68,deviant,141,0.029167034835212987,0.005309277175480029,0.02435361910271463,,,0.011412966078606201,0.00885682947495405,0.09090102160418476
69,standard,773,-0.0014041714063097487,0.0028819407236333598,-0.017568675027256852,-0.014518357311505728,-0.014413064138756856,-0.013476309838233053,-0.040104339959698795,-0.008769839263159381
69,deviant,193,0.0016037384566558244,0.004226449657243907,-0.0077518838845940805,,,-0.020655849523711627,0.0010846828420956974,-0.014261166957979007
70,standard,623,-6.60420084492936e-05,0.001728330234647892,-0.004714055581245212,-0.004339216140331211,0.009935646393967516,-0.011385185377938398,0.012069896210071653,-0.004429659636124317
70,deviant,161,0.028942836713016486,0.006144476002722384,0.028097767417326218,,,-0.020327934852013216,-0.08582552885397886,0.11138640759037989
71,standard,759,-0.00014051612929616696,-0.00181381801309622,0.00413416539162029,0.06408775504514234,0.07429339936984483,0.06765354653331092,0.07887873962054566,0.05948838694342252
71,deviant,189,-0.011086038972157344,0.0016066378753461631,-0.022569808918366307,,,0.03392842610677083,0.06250366510129443,0.05211634513659355
72,standard,556,-0.002423219752780917,-0.00013219387505857046,-0.0029381359088284115,-0.007110435676142198,-0.028592807143481815,-0.008549576052570037,-0.012223588453756802,-0.026331309558582962
72,deviant,147,-0.005385582457862219,0.002632358045051553,-0.009153798964410553,,0.0863960461738782,-0.013828072496639783,-0.013811221067932828,0.015535440530862898
