model,seed,partition,train_block,child,n_records,n,n_class1,auc,auc_pitch_direction,bacc,ce_bal_bits,j_bits
per_child,11,early_late_halves,1,9,3,1445,187,0.4874680702216489,0.4523219814241486,0.32464192135288245,1.5974334478378296,-0.012470947116673514
per_child,11,early_late_halves,0,10,4,1428,183,0.4921664784178164,0.45311224169336095,0.32649116426923763,1.5918474197387695,-0.006884919017613456
per_child,11,early_late_halves,1,10,4,1534,195,0.5183257717410916,0.5117234341114938,0.3535356877905995,1.5913037061691284,-0.006341205447972342
per_child,11,early_late_halves,0,11,4,1905,253,0.4913191313927235,0.46895687958489896,0.33203973746540566,1.5914368629455566,-0.006474362224400565
per_child,11,early_late_halves,1,11,4,1899,229,0.5294530618291724,0.549996299311672,0.3450264761797996,1.5828838348388672,0.002078665882288888
per_child,11,early_late_halves,0,12,6,1820,214,0.5031007985886156,0.4902993020229504,0.33571683212463227,1.5900453329086304,-0.0050828321874742954
per_child,11,early_late_halves,1,12,6,2228,288,0.49554363984235317,0.5035966533940083,0.3236736364528052,1.5874967575073242,-0.002534256786168143
per_child,11,early_late_halves,0,13,5,2440,315,0.4921551501954657,0.47339532895088454,0.31937560103132684,1.5943619012832642,-0.009399400562108085
per_child,11,early_late_halves,1,13,5,2418,295,0.5028904988109476,0.5232699989204361,0.3395070242368352,1.588551640510559,-0.0035891397894030064
per_child,11,early_late_halves,0,14,5,2440,302,0.500721332124499,0.5513138561785311,0.35380850579522405,1.5893641710281372,-0.004401670306981131
per_child,11,early_late_halves,1,14,5,2433,311,0.4776276950497278,0.4613248857674733,0.32814632580198283,1.594154715538025,-0.009192214816868827
per_child,22,odd_even_blocks,0,0,2,358,52,0.4715351643231802,0.5319711538461539,0.30466550992866787,1.5907217264175415,-0.005759225696385428
per_child,22,odd_even_blocks,1,0,2,380,42,0.5264180658141936,0.44761904761904764,0.31857630424183325,1.5913299322128296,-0.006367431491673514
per_child,22,odd_even_blocks,0,1,2,358,50,0.5029010685925858,0.48023255813953486,0.3544537077665643,1.6545377969741821,-0.06957529625302605
per_child,22,odd_even_blocks,1,1,2,377,45,0.5337006655116173,0.5381313131313132,0.32396885521885527,1.5846034288406372,0.0003590718805188686
per_child,22,odd_even_blocks,0,2,7,1078,152,0.5101936118522583,0.534093227254182,0.35614783337693146,1.5844640731811523,0.0004984275400037319
per_child,22,odd_even_blocks,1,2,8,1133,137,0.509152452349776,0.5278791565287916,0.3273208118676917,1.5855950117111206,-0.0006325109899645298
per_child,22,odd_even_blocks,0,3,3,891,111,0.5029848967792637,0.5118101294571883,0.33225634640603047,1.590694785118103,-0.005732284396946952
per_child,22,odd_even_blocks,1,3,3,913,103,0.49777364192905615,0.4986407766990291,0.3388771880093544,1.5920506715774536,-0.007088170856297538
per_child,22,odd_even_blocks,0,4,2,598,79,0.493289377844963,0.4501473903242587,0.3268129346835235,1.593297004699707,-0.008334503978550956
per_child,22,odd_even_blocks,1,4,2,631,75,0.46612735872746924,0.49047619047619057,0.29780521262002746,1.613576889038086,-0.028614388316929862
per_child,22,odd_even_blocks,0,5,3,938,127,0.48839733148100645,0.5094206974128234,0.3395028277044769,1.5910874605178833,-0.006124959796727225
per_child,22,odd_even_blocks,1,5,3,984,122,0.48885837699600815,0.4657588577472237,0.3402921985327733,1.5982788801193237,-0.013316379398167655
per_child,22,odd_even_blocks,0,7,3,895,97,0.515942576194152,0.5033721938529723,0.35676002979596216,1.597474455833435,-0.012511955112278983
per_child,22,odd_even_blocks,1,7,3,898,116,0.4660803164671463,0.4438918361332155,0.3255271246196836,1.6112850904464722,-0.026322589725316092
per_child,22,odd_even_blocks,0,8,3,879,110,0.5468524453848774,0.57803738317757,0.37222383361525574,1.5794681310653687,0.005494369655787423
per_child,22,odd_even_blocks,1,8,3,884,112,0.51955272366137,0.535509501965924,0.3516636306369172,1.5929046869277954,-0.007942186206639335
per_child,22,odd_even_blocks,0,9,3,934,106,0.5216933045034742,0.5276330611095466,0.3459158722184845,1.583259105682373,0.0017033950387830288
per_child,22,odd_even_blocks,1,9,3,967,137,0.524554433503138,0.5049480628860191,0.36517579964826147,1.5870976448059082,-0.0021351440847521275
per_child,22,odd_even_blocks,0,10,4,998,133,0.5142943584313194,0.6224329480417461,0.3322218198373816,1.5830541849136353,0.0019083158075208217
per_child,22,odd_even_blocks,1,10,4,993,116,0.513115856145544,0.5127770935960592,0.3235292413882223,1.587079644203186,-0.0021171434820299595
per_child,22,odd_even_blocks,0,11,4,1251,157,0.5142713918586833,0.49092905776411155,0.3380969298025341,1.5858350992202759,-0.0008725984991198033
per_child,22,odd_even_blocks,1,11,4,1286,166,0.4892923199247681,0.46787772206839773,0.31331200487674044,1.6001659631729126,-0.015203462451756522
per_child,22,odd_even_blocks,0,12,6,1348,154,0.49701000303286286,0.487624140565317,0.3336165787337662,1.5861625671386719,-0.0012000664175157993
per_child,22,odd_even_blocks,1,12,6,1352,158,0.5058050123640755,0.5427548301132579,0.36353391674253466,1.5845023393630981,0.0004601613580579311
per_child,22,odd_even_blocks,0,13,5,1600,203,0.5193553863003357,0.5381773399014778,0.3470932292910227,1.5841169357299805,0.0008455649911756069
per_child,22,odd_even_blocks,1,13,5,1655,209,0.503545996000048,0.49484150717703346,0.3426492204137781,1.5906957387924194,-0.005733238071263358
per_child,22,odd_even_blocks,0,14,5,1605,213,0.5410611247826603,0.5610444847301631,0.37463704116890567,1.5934609174728394,-0.00849841675168328
per_child,22,odd_even_blocks,1,14,5,1638,181,0.5028753917289125,0.5058317986494782,0.3291290819277163,1.5876121520996094,-0.0026496513784532993
per_child,22,early_late_halves,0,0,2,544,62,0.4841426712837851,0.44572798605056674,0.2966947022924253,1.6378639936447144,-0.05290149292355828
per_child,22,early_late_halves,1,0,2,539,74,0.48880066927766724,0.4426229508196721,0.3376810100150467,1.5931600332260132,-0.008197532504857108
per_child,22,early_late_halves,0,1,2,456,58,0.52701677422135,0.5701149425287356,0.36368201500827496,1.6230525970458984,-0.03809009632474236
per_child,22,early_late_halves,1,1,2,640,76,0.5294189009025471,0.6175775978407557,0.33317505539727765,1.5836318731307983,0.0013306275903577358
per_child,22,early_late_halves,0,2,8,1296,155,0.5208845663888583,0.5338615355593284,0.35286482288565146,1.5840386152267456,0.0009238854944104702
per_child,22,early_late_halves,1,2,8,2030,250,0.5168620007690102,0.5318717948717948,0.33627152876829464,1.585367202758789,-0.00040470203763298684
per_child,22,early_late_halves,0,3,3,1336,170,0.5026960192246601,0.5286406025824965,0.34640761518569746,1.5910547971725464,-0.006092296451390311
per_child,22,early_late_halves,1,3,3,1368,164,0.5252667909672004,0.5107392436283913,0.37186605817040497,1.5850452184677124,-8.271774655632669e-05
per_child,22,early_late_halves,0,4,2,919,115,0.478285522458026,0.45806324110671937,0.3266990162241384,1.594266414642334,-0.009303913921177909
per_child,22,early_late_halves,1,4,2,905,115,0.5153294241792293,0.4374554526015681,0.32381800902827274,1.5942950248718262,-0.009332524150670096
per_child,22,early_late_halves,0,5,3,1448,192,0.5249787070138795,0.5454861111111111,0.3644727557483134,1.594334602355957,-0.009372101634800956
per_child,22,early_late_halves,1,5,3,1435,171,0.48479838801124964,0.4530181385667559,0.3218446595006983,1.5962719917297363,-0.011309491008580252
per_child,22,early_late_halves,0,7,3,1354,169,0.5262540244296275,0.5563830510780112,0.3407615528647571,1.5831745862960815,0.0017879144250745327
per_child,22,early_late_halves,1,7,3,1312,166,0.5357358549695967,0.5159181027909105,0.3681601309146801,1.6930712461471558,-0.10810874542599969
per_child,22,early_late_halves,0,8,3,1362,179,0.5238686511717492,0.5256081057635588,0.37763558446427004,1.5925679206848145,-0.0076054199636583775
per_child,22,early_late_halves,1,8,3,1328,164,0.5066925102109273,0.4741289198606271,0.35163262789640753,1.63052499294281,-0.04556249222165398
per_child,22,early_late_halves,0,9,3,1416,172,0.5139461814268004,0.5473248892580288,0.3344117638986663,1.5869330167770386,-0.0019705160558824986
per_child,22,early_late_halves,1,9,3,1445,187,0.5333637172358424,0.548888263439347,0.365396582445318,1.5815519094467163,0.003410591274439767
per_child,22,early_late_halves,0,10,4,1428,183,0.5224635726705925,0.5295364612775579,0.34447289373635265,1.606126308441162,-0.021163807720006034
per_child,22,early_late_halves,1,10,4,1534,195,0.5242337503047659,0.5389207807118255,0.35539675781786845,1.5892748832702637,-0.004312382549107596
per_child,22,early_late_halves,0,11,4,1905,253,0.4848634837411014,0.4440052700922267,0.33691538125079573,1.5914353132247925,-0.006472812503636405
per_child,22,early_late_halves,1,11,4,1899,229,0.5027192278863701,0.5089001554289098,0.33425006660722856,1.5891350507736206,-0.00417255005246453
per_child,22,early_late_halves,0,12,6,1820,214,0.4953920769189574,0.5279092235498245,0.33891142526170553,1.5856927633285522,-0.0007302626073961704
per_child,22,early_late_halves,1,12,6,2228,288,0.5111485988198109,0.5422058684110732,0.3539230496652306,1.5844570398330688,0.000505460888087228
per_child,22,early_late_halves,0,13,5,2440,315,0.4983416648794929,0.4779541446208113,0.31257268948735034,1.58999502658844,-0.005032525867283866
per_child,22,early_late_halves,1,13,5,2418,295,0.5104538720586814,0.5042696750512793,0.34631365147385934,1.5868797302246094,-0.0019172295034532993
per_child,22,early_late_halves,0,14,5,2440,302,0.5050129752376863,0.4835714742019974,0.32584206630352036,1.5927906036376953,-0.007828102916539237
per_child,22,early_late_halves,1,14,5,2433,311,0.5027523440735681,0.4842930275850398,0.33564907126748106,1.5873761177062988,-0.0024136169851427525
per_child,33,odd_even_blocks,0,0,2,358,52,0.47507155366706916,0.42283653846153846,0.36203489492963176,1.597082495689392,-0.012119994968236014
per_child,33,odd_even_blocks,1,0,2,380,42,0.5429390077883887,0.47724867724867726,0.32387453274825284,1.5746026039123535,0.01035989680880256
per_child,33,odd_even_blocks,0,1,2,358,50,0.47464165750114606,0.40465116279069774,0.2907123007166886,1.5984443426132202,-0.01348184189206414
per_child,33,odd_even_blocks,1,1,2,377,45,0.500996248503694,0.45303030303030295,0.3178661616161616,1.587668776512146,-0.0027062757909899204
per_child,33,odd_even_blocks,0,2,7,1078,152,0.4954131740057523,0.4998470012239903,0.31542078780057337,1.5865373611450195,-0.0015748604238634556
per_child,33,odd_even_blocks,1,2,8,1133,137,0.4877879643749318,0.4580545417680454,0.33692347379763854,1.5866851806640625,-0.0017226799429064243
per_child,33,odd_even_blocks,0,3,3,891,111,0.45846546968762575,0.45862669392081157,0.2898000786227181,1.6767781972885132,-0.09181569656735711
per_child,33,odd_even_blocks,1,3,3,913,103,0.47366751445499305,0.45945631067961173,0.2919541728675029,1.5932254791259766,-0.008262978404820487
per_child,33,odd_even_blocks,0,4,2,598,79,0.4581211307360065,0.5198543436795562,0.33310524314543627,1.597503662109375,-0.012541161388218924
per_child,33,odd_even_blocks,1,4,2,631,75,0.47746077558646705,0.4902857142857143,0.316421712718009,1.6284090280532837,-0.043446527332127616
per_child,33,odd_even_blocks,0,5,3,938,127,0.49138078689744047,0.5014763779527558,0.3343554359889563,1.5864111185073853,-0.0014486177862291783
per_child,33,odd_even_blocks,1,5,3,984,122,0.5266394884591447,0.5100475938656795,0.3538284805552092,1.5824335813522339,0.002528919368922189
per_child,33,odd_even_blocks,0,7,3,895,97,0.4965571092000903,0.4789478755178726,0.36297015565448193,1.6030868291854858,-0.018124328464329764
per_child,33,odd_even_blocks,1,7,3,898,116,0.4875576645948814,0.42385057471264365,0.2936883174632721,1.589769721031189,-0.004807220310032889
per_child,33,odd_even_blocks,0,8,3,879,110,0.5024152999052686,0.5135938827527613,0.343784315185055,1.588232398033142,-0.003269897311986014
per_child,33,odd_even_blocks,1,8,3,884,112,0.5312587173327697,0.5715514416775884,0.33509828302057115,1.577325463294983,0.0076370374261731655
per_child,33,odd_even_blocks,0,9,3,934,106,0.49989835887394646,0.5299211489721205,0.3126172194868191,1.5893936157226562,-0.004431115001500174
per_child,33,odd_even_blocks,1,9,3,967,137,0.4733496997568905,0.47796181920269504,0.3073335184317268,1.5899343490600586,-0.004971848338902518
per_child,33,odd_even_blocks,0,10,4,998,133,0.5142658665127419,0.5270732802154641,0.3304081456474148,1.5850849151611328,-0.00012241443997673684
per_child,33,odd_even_blocks,1,10,4,993,116,0.4787438568210903,0.5056034482758621,0.31328088620934735,1.5906238555908203,-0.005661354869664237
per_child,33,odd_even_blocks,0,11,4,1251,157,0.49754834896458305,0.5089611245332747,0.3386493278902017,1.5917638540267944,-0.006801353305638358
per_child,33,odd_even_blocks,1,11,4,1286,166,0.5224565181330713,0.5135448626805359,0.35529377791348554,1.587977409362793,-0.003014908641636893
per_child,33,odd_even_blocks,0,12,6,1348,154,0.48418693476095537,0.5000381970970206,0.3185225581709957,1.5864206552505493,-0.0014581545293932408
per_child,33,odd_even_blocks,1,12,6,1352,158,0.48943955169767145,0.48755829447035315,0.31151467857196574,1.586551547050476,-0.0015890463293199986
per_child,33,odd_even_blocks,0,13,5,1600,203,0.5208774367594778,0.5631459480343861,0.3447838790013987,1.5857824087142944,-0.0008199079931383579
per_child,33,odd_even_blocks,1,13,5,1655,209,0.4900277195261573,0.4750726247436774,0.3323121214358616,1.5977392196655273,-0.012776718944371268
per_child,33,odd_even_blocks,0,14,5,1605,213,0.4770092940720376,0.4902965648677544,0.30820807847147597,1.590956687927246,-0.005994187206090018
per_child,33,odd_even_blocks,1,14,5,1638,181,0.5151455063480664,0.5403482337183995,0.3666548596445603,1.5883716344833374,-0.0034091337621813267
per_child,33,early_late_halves,0,0,2,544,62,0.5080803277891947,0.4925893635571055,0.33813984762751365,1.6696815490722656,-0.08471904835110955
per_child,33,early_late_halves,1,0,2,539,74,0.5000455858884988,0.4574656623836951,0.32141185983906323,1.5885347127914429,-0.0035722120702867954
per_child,33,early_late_halves,0,1,2,456,58,0.49356256748069116,0.4627873563218391,0.3327869595774105,1.5881952047348022,-0.0032327040136461704
per_child,33,early_late_halves,1,1,2,640,76,0.4912568232933574,0.4546221322537112,0.336242037509094,1.5870722532272339,-0.002109752506077811
per_child,33,early_late_halves,0,2,8,1296,155,0.5031289832800003,0.46930767779664206,0.34527460616585987,1.5966099500656128,-0.011647449344456717
per_child,33,early_late_halves,1,2,8,2030,250,0.506381849077956,0.508059829059829,0.33378194992683996,1.5887824296951294,-0.003819928973973319
per_child,33,early_late_halves,0,3,3,1336,170,0.5087268527429072,0.5500896700143472,0.34476322343357285,1.6569819450378418,-0.07201944431668572
per_child,33,early_late_halves,1,3,3,1368,164,0.504737187470925,0.5203822965195943,0.3437974052189435,1.5855355262756348,-0.00057302555447869
per_child,33,early_late_halves,0,4,2,919,115,0.4996042432601533,0.5421739130434782,0.33746245818667825,1.5906659364700317,-0.005703435748875663
per_child,33,early_late_halves,1,4,2,905,115,0.502245641463984,0.4295794725588025,0.3115041477984872,1.5906578302383423,-0.0056953295171862095
per_child,33,early_late_halves,0,5,3,1448,192,0.5075775543773918,0.5089409722222222,0.3339085949332232,1.5862306356430054,-0.0012681349218492954
per_child,33,early_late_halves,1,5,3,1435,171,0.5182416898056057,0.5275052036871841,0.35164746117724593,1.5951515436172485,-0.01018904289609246
per_child,33,early_late_halves,0,7,3,1354,169,0.47563560271362215,0.43154458273821666,0.31716143169204586,1.5938210487365723,-0.00885854801541619
per_child,33,early_late_halves,1,7,3,1312,166,0.47939762489096,0.4720908952264755,0.3034908557511962,1.5930042266845703,-0.008041725963414237
per_child,33,early_late_halves,0,8,3,1362,179,0.5158420346588949,0.4924181963288109,0.33686585191371554,1.6870646476745605,-0.10210214695340447
per_child,33,early_late_halves,1,8,3,1328,164,0.5327393793287224,0.5407491289198606,0.3588742133268508,1.5982033014297485,-0.01324080070859246
per_child,33,early_late_halves,0,9,3,1416,172,0.48213415694354883,0.4745120431893688,0.3079666292037693,1.5912848711013794,-0.006322370380223319
per_child,33,early_late_halves,1,9,3,1445,187,0.4920742105675841,0.4847312130593865,0.31915655318271247,1.590834140777588,-0.005871640056431815
per_child,33,early_late_halves,0,10,4,1428,183,0.519193245830652,0.5237893348407764,0.33706279446644555,1.5905507802963257,-0.005588279575169608
per_child,33,early_late_halves,1,10,4,1534,195,0.5237948014561936,0.5251307564740401,0.35340303125891875,1.6031469106674194,-0.018184409946263358
per_child,33,early_late_halves,0,11,4,1905,253,0.48867960523178616,0.5091982628214513,0.3237115904406579,1.5931113958358765,-0.00814889511472039
per_child,33,early_late_halves,1,11,4,1899,229,0.49985274632223947,0.5072903560062171,0.36594112874125223,1.5872095823287964,-0.002247081607640311
per_child,33,early_late_halves,0,12,6,1820,214,0.4959073301604331,0.5301865215505344,0.32747943572183164,1.5851467847824097,-0.0001842840612535923
per_child,33,early_late_halves,1,12,6,2228,288,0.48068832300855185,0.46389125900644673,0.31890948430386407,1.5875259637832642,-0.0025634630621080845
per_child,33,early_late_halves,0,13,5,2440,315,0.4922315399089469,0.4869862647640425,0.32163654887943727,1.6002073287963867,-0.015244828075230643
per_child,33,early_late_halves,1,13,5,2418,295,0.48251868038038553,0.4765950555975387,0.32720744600276014,1.6026374101638794,-0.01767490944272332
per_child,33,early_late_halves,0,14,5,2440,302,0.4985541694521974,0.4908700836864633,0.32327303808261226,1.5890107154846191,-0.004048214763463065
per_child,33,early_late_halves,1,14,5,2433,311,0.496640666809076,0.49557348959214753,0.33460033013229684,1.5929638147354126,-0.008001314014256522
