template,seed,fold,child,kind,tag,auc
late,22,4,19,other,NH,0.5879066834804539
late,22,4,20,other,HA,0.5136503154663786
late,22,4,22,cross,HA,0.4546896506521596
late,22,4,24,within,HA,0.5402646449952442
late,22,4,28,other,HA,0.5586590296495957
late,22,4,29,cross,new,0.5013451708366963
late,22,4,30,other,HA,0.5287049099321683
late,22,4,31,other,new,0.5282919190016948
late,22,4,32,cross,HA,0.5482875
late,22,4,33,cross,HA,0.49398510279339297
late,22,4,34,cross,NH,0.5746370463078848
late,22,4,35,cross,HA,0.5495560856025972
late,22,4,36,cross,HA,0.45121813214349227
late,22,4,37,other,HA,0.4809573839385383
late,22,4,38,cross,HA,0.55500797286051
late,22,4,39,cross,new,0.4786795661395206
late,22,4,42,cross,new,0.4998065370793001
late,22,4,43,cross,HA,0.596334262208068
late,22,4,44,cross,NH,0.47392324093816635
late,22,4,45,cross,HA,0.5240407374289922
late,22,4,46,other,HA,0.5563917744329022
late,22,4,48,other,new,0.5434507153793358
late,22,4,49,other,new,0.5052139276763337
late,22,4,50,cross,new,0.5299274072044926
late,22,4,52,other,HA,0.5230106869451132
late,22,4,54,within,HA,0.5802358966400248
late,22,4,55,other,HA,0.47387972728861955
late,22,4,57,other,HA,0.6146428571428572
late,22,4,58,other,NH,0.5187868548333664
late,22,4,59,cross,HA,0.48709860912327063
late,22,4,60,other,HA,0.49245406824146987
late,22,4,62,within,HA,0.5696829163071613
late,22,4,63,cross,new,0.48645441123489147
late,22,4,64,cross,HA,0.5980038589039676
late,22,4,65,cross,HA,0.5302056224071736
late,22,4,67,cross,HA,0.4800628140703518
late,22,4,69,other,new,0.5285899567675425
late,22,4,70,other,HA,0.5418457673359633
late,22,4,71,other,HA,0.5402379141019434
late,22,4,72,cross,HA,0.49038692333541356
late,33,0,0,cross,HA,0.5257069732315179
late,33,0,1,other,HA,0.5269328263624842
late,33,0,2,within,HA,0.5435314384151594
late,33,0,3,cross,NH,0.5628259929267486
late,33,0,5,cross,HA,0.48514779874213837
late,33,0,6,other,HA,0.5059810738746275
late,33,0,10,cross,HA,0.5245551352108729
late,33,0,11,cross,new,0.4947763504101532
late,33,0,12,cross,HA,0.5132992310614496
late,33,0,13,cross,HA,0.5140889029003783
late,33,0,14,other,HA,0.5161860333616058
late,33,0,15,other,NH,0.5289771699410255
late,33,0,16,cross,NH,0.5124296496949295
late,33,0,19,other,NH,0.5641172761664565
late,33,0,20,other,HA,0.5172502320998883
late,33,0,22,cross,HA,0.5066461296454087
late,33,0,23,within,HA,0.6423667512690356
late,33,0,25,within,HA,0.5592330669409716
late,33,0,28,other,HA,0.534681042228212
late,33,0,29,cross,new,0.4888014527845037
late,33,0,30,other,HA,0.5678573032914707
late,33,0,31,other,new,0.5298163364422991
late,33,0,32,cross,HA,0.5541875
late,33,0,33,cross,HA,0.4637038963463833
late,33,0,34,cross,NH,0.5808948685857321
late,33,0,35,cross,HA,0.5716391704763797
late,33,0,36,cross,HA,0.48369626719692194
late,33,0,37,other,HA,0.4879615645588461
late,33,0,38,cross,HA,0.5786978508217446
late,33,0,39,cross,new,0.4768261692004917
late,33,0,42,cross,new,0.4903694813882111
late,33,0,43,cross,HA,0.5618564225053079
late,33,0,44,cross,NH,0.45442643923240933
late,33,0,45,cross,HA,0.5220806267094467
late,33,0,46,other,HA,0.5646923566151889
late,33,0,48,other,new,0.5483818172218995
late,33,0,49,other,new,0.5093505447291699
late,33,0,50,cross,new,0.5552549879012008
late,33,0,52,other,HA,0.5013342759244399
late,33,0,55,other,HA,0.5188945865625546
late,33,0,56,within,HA,0.5560772613065327
late,33,0,57,other,HA,0.5435964912280702
late,33,0,58,other,NH,0.5136288345590672
late,33,0,59,cross,HA,0.5033826929428603
late,33,0,60,other,HA,0.48993875765529316
late,33,0,62,within,HA,0.5218830888697152
late,33,0,63,cross,new,0.47930544861153307
late,33,0,64,cross,HA,0.5569026468455403
late,33,0,65,cross,HA,0.5293037697441315
late,33,0,67,cross,HA,0.452446608040201
late,33,0,69,other,new,0.5308945793149318
late,33,0,70,other,HA,0.5827984847592691
late,33,0,71,other,HA,0.5596963828757175
late,33,0,72,cross,HA,0.49612956651144924
late,33,1,0,cross,HA,0.5207854325753125
late,33,1,1,other,HA,0.5193411309052774
late,33,1,3,cross,NH,0.5350354934737805
late,33,1,5,cross,HA,0.5030188679245283
late,33,1,6,other,HA,0.5178282009724473
late,33,1,8,within,HA,0.5267085702883367
late,33,1,10,cross,HA,0.4790623766033602
late,33,1,11,cross,new,0.4493731620492184
late,33,1,12,cross,HA,0.5143832117266404
late,33,1,13,cross,HA,0.5410025220680958
late,33,1,14,other,HA,0.47962448916647393
late,33,1,15,other,NH,0.516057020876298
late,33,1,16,cross,NH,0.49769882179675995
late,33,1,17,within,HA,0.4793431024586804
late,33,1,19,other,NH,0.5241929382093317
late,33,1,20,other,HA,0.5282801871956649
late,33,1,21,within,NH,0.5325738916256157
late,33,1,22,cross,HA,0.5096283673068099
late,33,1,28,other,HA,0.48574797843665773
late,33,1,29,cross,new,0.4959140435835351
late,33,1,30,other,HA,0.5353757692826018
late,33,1,31,other,new,0.5316024224162711
late,33,1,32,cross,HA,0.5504375
late,33,1,33,cross,HA,0.4575389601296337
late,33,1,34,cross,NH,0.5457540675844805
late,33,1,35,cross,HA,0.5222553501623268
late,33,1,36,cross,HA,0.503330261732706
late,33,1,37,other,HA,0.49377284566725765
late,33,1,38,cross,HA,0.5595121625828257
late,33,1,39,cross,new,0.4984236572425784
late,33,1,42,cross,new,0.48996943941659454
late,33,1,43,cross,HA,0.5765956740976645
late,33,1,44,cross,NH,0.46840085287846484
late,33,1,45,cross,HA,0.49955455764780143
late,33,1,46,other,HA,0.5273071215407446
late,33,1,48,other,new,0.5877250409165302
late,33,1,49,other,new,0.5103255587949466
late,33,1,50,cross,new,0.5097418161895632
late,33,1,52,other,HA,0.5152502324633472
late,33,1,53,within,HA,0.5333946456774797
late,33,1,55,other,HA,0.4954620942835499
late,33,1,57,other,HA,0.580187969924812
late,33,1,58,other,NH,0.5070562512422978
late,33,1,59,cross,HA,0.45790120738375717
late,33,1,60,other,HA,0.5180227471566055
late,33,1,63,cross,new,0.46560444761548186
late,33,1,64,cross,HA,0.5665045840671293
late,33,1,65,cross,HA,0.509991239145559
late,33,1,66,within,HA,0.5794120082815735
late,33,1,67,cross,HA,0.45230527638190954
late,33,1,69,other,new,0.4983172597273029
late,33,1,70,other,HA,0.5389507154213037
late,33,1,71,other,HA,0.5556331696521198
late,33,1,72,cross,HA,0.5106571936056838
late,33,2,0,cross,HA,0.5396492405806831
late,33,2,1,other,HA,0.5271234229539415
late,33,2,3,cross,NH,0.5474359463654174
late,33,2,4,within,HA,0.5492443868739205
late,33,2,5,cross,HA,0.49755345911949683
late,33,2,6,other,HA,0.5343859465676792
late,33,2,7,within,HA,0.5317721950665
late,33,2,10,cross,HA,0.5139987517036697
late,33,2,11,cross,new,0.48430583501006036
late,33,2,12,cross,HA,0.4814118602549156
late,33,2,13,cross,HA,0.5406179066834804
late,33,2,14,other,HA,0.5208445780964865
late,33,2,15,other,NH,0.5008502478381996
late,33,2,16,cross,NH,0.5107760887860299
late,33,2,19,other,NH,0.5851450189155107
late,33,2,20,other,HA,0.54811478049982
late,33,2,22,cross,HA,0.512672871468834
late,33,2,26,within,HA,0.4782983682983683
late,33,2,28,other,HA,0.5392632524707998
late,33,2,29,cross,new,0.5072975517890772
late,33,2,30,other,HA,0.5624314143248603
late,33,2,31,other,new,0.5242182156981297
late,33,2,32,cross,HA,0.5836343749999999
late,33,2,33,cross,HA,0.48699995332119683
late,33,2,34,cross,NH,0.5173310387984982
late,33,2,35,cross,HA,0.5252136752136752
late,33,2,36,cross,HA,0.45508996556574033
late,33,2,37,other,HA,0.5039453236150327
late,33,2,38,cross,HA,0.5705876093488936
late,33,2,39,cross,new,0.45876669490283994
late,33,2,42,cross,new,0.511696309120957
late,33,2,43,cross,HA,0.5527833067940552
late,33,2,44,cross,NH,0.47652452025586356
late,33,2,45,cross,HA,0.5299654494529771
late,33,2,46,other,HA,0.5187619249523001
late,33,2,47,within,new,0.5221683354192741
late,33,2,48,other,new,0.5602872076447918
late,33,2,49,other,new,0.5069785432970181
late,33,2,50,cross,new,0.5034298954481121
late,33,2,52,other,HA,0.5357643267479333
late,33,2,54,within,HA,0.5628314063267893
late,33,2,55,other,HA,0.46566342287745466
late,33,2,57,other,HA,0.5955733082706767
late,33,2,58,other,NH,0.517375604584907
late,33,2,59,cross,HA,0.4748348563250028
late,33,2,60,other,HA,0.4553040244969379
late,33,2,63,cross,new,0.5034261332730522
late,33,2,64,cross,HA,0.6172530560447529
late,33,2,65,cross,HA,0.5106998376665206
late,33,2,67,cross,HA,0.47545226130653273
late,33,2,69,other,new,0.5209245094778849
late,33,2,70,other,HA,0.49827768945416
late,33,2,71,other,HA,0.5275848952209696
late,33,2,72,cross,HA,0.4866605059766694
late,33,3,0,cross,HA,0.5171393807166234
late,33,3,1,other,HA,0.5547406277946124
late,33,3,3,cross,NH,0.5228131440348065
late,33,3,5,cross,HA,0.5213899371069183
late,33,3,6,other,HA,0.5168871229152507
late,33,3,10,cross,HA,0.5169029513291808
late,33,3,11,cross,new,0.5225545581179384
late,33,3,12,cross,HA,0.5227701437011226
late,33,3,13,cross,HA,0.45546973518284994
late,33,3,14,other,HA,0.49473102526537643
late,33,3,15,other,NH,0.5397083830818771
late,33,3,16,cross,NH,0.48051559541342315
late,33,3,18,within,HA,0.5539063063063063
late,33,3,19,other,NH,0.5703562421185373
late,33,3,20,other,HA,0.5183965213437163
late,33,3,22,cross,HA,0.4961230910401783
late,33,3,27,within,new,0.48409661946094107
late,33,3,28,other,HA,0.5646114106019767
late,33,3,29,cross,new,0.478359564164649
late,33,3,30,other,HA,0.5572878897751994
late,33,3,31,other,new,0.526513762377219
late,33,3,32,cross,HA,0.51675625
late,33,3,33,cross,HA,0.48396583111609015
late,33,3,34,cross,NH,0.5099499374217772
late,33,3,35,cross,HA,0.5214006493076261
late,33,3,36,cross,HA,0.4456609599560276
late,33,3,37,other,HA,0.4865607284347845
late,33,3,38,cross,HA,0.5583432332331697
late,33,3,39,cross,new,0.45571591437433523
late,33,3,40,within,HA,0.5467354838709678
late,33,3,42,cross,new,0.5163984418037302
late,33,3,43,cross,HA,0.5751559182590233
late,33,3,44,cross,NH,0.47730063965884867
late,33,3,45,cross,HA,0.5053576359667579
late,33,3,46,other,HA,0.537491234650446
late,33,3,48,other,new,0.5649490523203632
late,33,3,49,other,new,0.5051723696997596
late,33,3,50,cross,new,0.5266287723142948
late,33,3,51,within,HA,0.5494949558877511
late,33,3,52,other,HA,0.4819283630759041
late,33,3,55,other,HA,0.4834581318105007
late,33,3,57,other,HA,0.6119266917293233
late,33,3,58,other,NH,0.49666070363744785
late,33,3,59,cross,HA,0.4852251458769129
late,33,3,60,other,HA,0.4928587051618548
late,33,3,63,cross,new,0.47998361107382786
late,33,3,64,cross,HA,0.5665596187713664
late,33,3,65,cross,HA,0.5464615166585071
late,33,3,67,cross,HA,0.5102010050251257
late,33,3,68,within,NH,0.6193291006835486
late,33,3,69,other,new,0.5115696707682075
late,33,3,70,other,HA,0.48183968282007494
late,33,3,71,other,HA,0.538087004633792
late,33,3,72,cross,HA,0.4931952378666411
late,33,4,0,cross,HA,0.5895695225308384
late,33,4,1,other,HA,0.5366508399117305
late,33,4,3,cross,NH,0.6150580108388672
late,33,4,5,cross,HA,0.5189496855345912
late,33,4,6,other,HA,0.501050870497203
late,33,4,9,within,HA,0.4905611296915645
late,33,4,10,cross,HA,0.5476422484619206
late,33,4,11,cross,new,0.46026930815663203
late,33,4,12,cross,HA,0.5488511769868613
late,33,4,13,cross,HA,0.5910245901639344
late,33,4,14,other,HA,0.5246260313054206
late,33,4,15,other,NH,0.498816889178335
late,33,4,16,cross,NH,0.5163383652430045
late,33,4,19,other,NH,0.5995586380832283
late,33,4,20,other,HA,0.5370365107334356
late,33,4,22,cross,HA,0.49897751851609096
late,33,4,24,within,HA,0.531246386542084
late,33,4,28,other,HA,0.5008760107816711
late,33,4,29,cross,new,0.5439030131826742
late,33,4,30,other,HA,0.6094996374184192
late,33,4,31,other,new,0.5500371688257624
late,33,4,32,cross,HA,0.6131875
late,33,4,33,cross,HA,0.4716426270830416
late,33,4,34,cross,NH,0.6126501877346683
late,33,4,35,cross,HA,0.5382362684688267
late,33,4,36,cross,HA,0.4919734225714147
late,33,4,37,other,HA,0.495802963643925
late,33,4,38,cross,HA,0.6123109225012547
late,33,4,39,cross,new,0.5003566674521842
late,33,4,41,within,new,0.4583492755841241
late,33,4,42,cross,new,0.49550444636814356
late,33,4,43,cross,HA,0.5588044055201699
late,33,4,44,cross,NH,0.5129893390191897
late,33,4,45,cross,HA,0.5338396473280034
late,33,4,46,other,HA,0.5509572577094307
late,33,4,48,other,new,0.5884272213716277
late,33,4,49,other,new,0.5235633727175081
late,33,4,50,cross,new,0.5158939414692052
late,33,4,52,other,HA,0.5199377125606633
late,33,4,55,other,HA,0.5127906299166716
late,33,4,57,other,HA,0.6322619047619047
late,33,4,58,other,NH,0.5308189226793878
late,33,4,59,cross,HA,0.5021780615802416
late,33,4,60,other,HA,0.5047025371828521
late,33,4,61,within,HA,0.5556768716307763
late,33,4,63,cross,new,0.48880325517981904
late,33,4,64,cross,HA,0.6309955454262923
late,33,4,65,cross,HA,0.6078100440619443
late,33,4,67,cross,HA,0.4540106783919598
late,33,4,69,other,new,0.521842367808447
late,33,4,70,other,HA,0.5444611277944611
late,33,4,71,other,HA,0.5241441316826889
late,33,4,72,cross,HA,0.5226525370841535
